"","ZIP","NUMB","ZIP_END","lng_start","lat_start","lng_end","lat_end","distance_metres","zip_tot_dist","distance_reed_pdx","RPK","portland_native"
"57","04679",1,"97218",-68.34,44.28,-122.59,45.58,4194768.15854216,4194768.15854216,"20.9215","90","no"
"58","05055",2,"97218",-72.3,43.8,-122.59,45.58,3918921.35189133,7837842.70378267,"20.9215","90","no"
"59","05301",1,"97218",-72.7,42.8,-122.59,45.58,3929634.25376205,3929634.25376205,"20.9215","90","no"
"60","05462",1,"97218",-73,44.3,-122.59,45.58,3846978.85955725,3846978.85955725,"20.9215","90","no"
"61","05465",1,"97218",-72.9,44.5,-122.59,45.58,3846874.95391101,3846874.95391101,"20.9215","90","no"
"62","06069",1,"97218",-73.44,41.86,-122.59,45.58,3913711.17251078,3913711.17251078,"20.9215","90","no"
"63","06355",1,"97218",-71.98,41.37,-122.59,45.58,4046893.56947047,4046893.56947047,"20.9215","90","no"
"64","06405",1,"97218",-72.8,41.28,-122.59,45.58,3988408.79090759,3988408.79090759,"20.9215","90","no"
"65","06410",1,"97218",-72.91,41.51,-122.59,45.58,3969637.78571112,3969637.78571112,"20.9215","90","no"
"66","06482",1,"97218",-73.25,41.41,-122.59,45.58,3948163.65233504,3948163.65233504,"20.9215","90","no"
"67","06840",1,"97218",-73.5,41.16,-122.59,45.58,3940329.93592908,3940329.93592908,"20.9215","90","no"
"68","06880",1,"97218",-73.34,41.14,-122.59,45.58,3953482.76258012,3953482.76258012,"20.9215","90","no"
"69","07028",1,"97218",-74.21,40.81,-122.59,45.58,3901878.02857216,3901878.02857216,"20.9215","90","no"
"70","07047",1,"97218",-74.02,40.79,-122.59,45.58,3917380.29451097,3917380.29451097,"20.9215","90","no"
"71","07076",1,"97218",-74.37,40.64,-122.59,45.58,3897419.56049323,3897419.56049323,"20.9215","90","no"
"72","07090",1,"97218",-74.35,40.65,-122.59,45.58,3898494.20235085,3898494.20235085,"20.9215","90","no"
"73","07722",1,"97218",-74.16,40.29,-122.59,45.58,3929898.43359041,3929898.43359041,"20.9215","90","no"
"74","07728",1,"97218",-74.3,40.2,-122.59,45.58,3923369.12650132,3923369.12650132,"20.9215","90","no"
"75","07853",1,"97218",-74.8,40.79,-122.59,45.58,3857480.48172547,3857480.48172547,"20.9215","90","no"
"76","07866",1,"97218",-74.5,40.94,-122.59,45.58,3873679.04910203,3873679.04910203,"20.9215","90","no"
"77","07901",1,"97218",-74.36,40.71,-122.59,45.58,3894957.58209662,3894957.58209662,"20.9215","90","no"
"78","07932",1,"97218",-74.4,40.77,-122.59,45.58,3889125.69560286,3889125.69560286,"20.9215","90","no"
"79","07934",1,"97218",-74.68,40.72,-122.59,45.58,3869910.19663694,3869910.19663694,"20.9215","90","no"
"80","08003",1,"97218",-74.97,39.89,-122.59,45.58,3886452.8710732,3886452.8710732,"20.9215","90","no"
"81","08053",1,"97218",-74.91,39.85,-122.59,45.58,3892994.42523129,3892994.42523129,"20.9215","90","no"
"82","08540",1,"97218",-74.7,40.4,-122.59,45.58,3883187.03630886,3883187.03630886,"20.9215","90","no"
"83","08550",1,"97218",-74.62,40.28,-122.59,45.58,3894963.20661228,3894963.20661228,"20.9215","90","no"
"84","08628",1,"97218",-74.82,40.27,-122.59,45.58,3880030.5298059,3880030.5298059,"20.9215","90","no"
"85","08648",1,"97218",-74.72,40.28,-122.59,45.58,3887262.89963787,3887262.89963787,"20.9215","90","no"
"86","08887",1,"97218",-74.79,40.52,-122.59,45.58,3870680.27137607,3870680.27137607,"20.9215","90","no"
"87","08904",3,"97218",-74.43,40.5,-122.59,45.58,3899299.78792959,11697899.3637888,"20.9215","90","no"
"88","10002",2,"97218",-73.99,40.72,-122.59,45.58,3922909.61821575,7845819.23643149,"20.9215","90","no"
"89","10010",1,"97218",-73.98,40.73,-122.59,45.58,3923215.5645779,3923215.5645779,"20.9215","90","no"
"90","10011",2,"97218",-74,40.74,-122.59,45.58,3921218.8660976,7842437.7321952,"20.9215","90","no"
"91","10014",1,"97218",-74.01,40.74,-122.59,45.58,3920451.24525234,3920451.24525234,"20.9215","90","no"
"92","10023",2,"97218",-73.98,40.78,-122.59,45.58,3920910.36897165,7841820.7379433,"20.9215","90","no"
"93","10024",1,"97218",-73.97,40.81,-122.59,45.58,3920297.31182145,3920297.31182145,"20.9215","90","no"
"94","10025",3,"97218",-73.97,40.8,-122.59,45.58,3920757.24770561,11762271.7431168,"20.9215","90","no"
"95","10026",1,"97218",-73.953,40.801,-122.59,45.58,3922015.72151123,3922015.72151123,"20.9215","90","no"
"96","10027",3,"97218",-73.96,40.81,-122.59,45.58,3921064.62257899,11763193.867737,"20.9215","90","no"
"97","10030",1,"97218",-73.943,40.818,-122.59,45.58,3922001.15654941,3922001.15654941,"20.9215","90","no"
"98","10032",1,"97218",-73.94,40.84,-122.59,45.58,3921220.43161047,3921220.43161047,"20.9215","90","no"
"99","10033",1,"97218",-73.94,40.84,-122.59,45.58,3921220.43161047,3921220.43161047,"20.9215","90","no"
"100","10035",1,"97218",-73.93,40.8,-122.59,45.58,3923826.56296019,3923826.56296019,"20.9215","90","no"
"101","10040",2,"97218",-73.93,40.86,-122.59,45.58,3921069.47537837,7842138.95075674,"20.9215","90","no"
"102","10128",1,"97218",-73.95,40.78,-122.59,45.58,3923212.63582499,3923212.63582499,"20.9215","90","no"
"103","10463",1,"97218",-73.91,40.89,-122.59,45.58,3921227.91899135,3921227.91899135,"20.9215","90","no"
"104","10502",1,"97218",-73.84,41.01,-122.59,45.58,3921110.79964125,3921110.79964125,"20.9215","90","no"
"105","10516",1,"97218",-73.91,41.45,-122.59,45.58,3895928.34483479,3895928.34483479,"20.9215","90","no"
"106","10522",1,"97218",-73.87,41.01,-122.59,45.58,3918811.57532124,3918811.57532124,"20.9215","90","no"
"107","10562",1,"97218",-73.82,41.19,-122.59,45.58,3914475.95488288,3914475.95488288,"20.9215","90","no"
"108","10580",2,"97218",-73.69,40.98,-122.59,45.58,3933975.14811135,7867950.29622269,"20.9215","90","no"
"109","10583",1,"97218",-73.79,40.99,-122.59,45.58,3925854.90774832,3925854.90774832,"20.9215","90","no"
"110","10705",1,"97218",-73.89,40.92,-122.59,45.58,3921387.91328885,3921387.91328885,"20.9215","90","no"
"111","10706",2,"97218",-73.86,40.99,-122.59,45.58,3920489.78473009,7840979.56946017,"20.9215","90","no"
"112","10960",1,"97218",-73.93,41.08,-122.59,45.58,3911030.64507758,3911030.64507758,"20.9215","90","no"
"113","10983",1,"97218",-73.95,41.03,-122.59,45.58,3911769.56009958,3911769.56009958,"20.9215","90","no"
"114","11106",1,"97218",-73.94,40.76,-122.59,45.58,3924901.72321567,3924901.72321567,"20.9215","90","no"
"115","11201",1,"97218",-73.99,40.7,-122.59,45.58,3923833.67291585,3923833.67291585,"20.9215","90","no"
"116","11205",1,"97218",-73.97,40.7,-122.59,45.58,3925369.1444657,3925369.1444657,"20.9215","90","no"
"117","11213",1,"97218",-73.94,40.67,-122.59,45.58,3929060.59197571,3929060.59197571,"20.9215","90","no"
"118","11215",6,"97218",-73.98,40.67,-122.59,45.58,3925989.31255712,23555935.8753427,"20.9215","90","no"
"119","11216",1,"97218",-73.95,40.68,-122.59,45.58,3927829.82204646,3927829.82204646,"20.9215","90","no"
"120","11217",1,"97218",-73.98,40.68,-122.59,45.58,3925526.45272167,3925526.45272167,"20.9215","90","no"
"121","11218",1,"97218",-73.98,40.65,-122.59,45.58,3926915.7137817,3926915.7137817,"20.9215","90","no"
"122","11226",2,"97218",-73.96,40.65,-122.59,45.58,3928451.52385586,7856903.04771171,"20.9215","90","no"
"123","11231",1,"97218",-74,40.68,-122.59,45.58,3923990.81007688,3923990.81007688,"20.9215","90","no"
"124","11234",1,"97218",-73.89,40.61,-122.59,45.58,3935683.28948006,3935683.28948006,"20.9215","90","no"
"125","11238",2,"97218",-73.96,40.68,-122.59,45.58,3927062.04489827,7854124.08979654,"20.9215","90","no"
"126","11372",1,"97218",-73.88,40.75,-122.59,45.58,3929967.68915296,3929967.68915296,"20.9215","90","no"
"127","11375",2,"97218",-73.85,40.72,-122.59,45.58,3933655.82792514,7867311.65585028,"20.9215","90","no"
"128","11692",1,"97218",-73.8,40.59,-122.59,45.58,3943524.73995763,3943524.73995763,"20.9215","90","no"
"129","11753",1,"97218",-73.54,40.79,-122.59,45.58,3954203.36892226,3954203.36892226,"20.9215","90","no"
"130","11786",1,"97218",-72.88,40.94,-122.59,45.58,3997844.88965835,3997844.88965835,"20.9215","90","no"
"131","11963",1,"97218",-72.32,40.99,-122.59,45.58,4038370.98018637,4038370.98018637,"20.9215","90","no"
"132","12106",1,"97218",-73.7,42.39,-122.59,45.58,3871078.96747466,3871078.96747466,"20.9215","90","no"
"133","12534",1,"97218",-73.7,42.2,-122.59,45.58,3879178.78125247,3879178.78125247,"20.9215","90","no"
"134","12561",1,"97218",-74.1,41.8,-122.59,45.58,3865982.79020795,3865982.79020795,"20.9215","90","no"
"135","13111",1,"97218",-76.62,43.26,-122.59,45.58,3613793.07651144,3613793.07651144,"20.9215","90","no"
"136","13323",1,"97218",-75.39,43.04,-122.59,45.58,3715895.1457786,3715895.1457786,"20.9215","90","no"
"137","14221",1,"97218",-78.73,42.99,-122.59,45.58,3463387.88176677,3463387.88176677,"20.9215","90","no"
"138","14226",1,"97218",-78.79,42.98,-122.59,45.58,3459186.21650023,3459186.21650023,"20.9215","90","no"
"139","14472",1,"97218",-77.6,43,-122.59,45.58,3549274.26756334,3549274.26756334,"20.9215","90","no"
"140","14850",1,"97218",-76.5,42.4,-122.59,45.58,3657256.13984972,3657256.13984972,"20.9215","90","no"
"141","15218",1,"97218",-79.89,40.42,-122.59,45.58,3481385.33974346,3481385.33974346,"20.9215","90","no"
"142","15238",2,"97218",-79.88,40.54,-122.59,45.58,3476769.33660497,6953538.67320993,"20.9215","90","no"
"143","15601",1,"97218",-79.5,40.3,-122.59,45.58,3517039.94111351,3517039.94111351,"20.9215","90","no"
"144","16801",1,"97218",-77.9,40.8,-122.59,45.58,3618259.07028402,3618259.07028402,"20.9215","90","no"
"145","17011",1,"97218",-76.93,40.24,-122.59,45.58,3718652.76219471,3718652.76219471,"20.9215","90","no"
"146","17050",1,"97218",-77.02,40.25,-122.59,45.58,3711235.75519083,3711235.75519083,"20.9215","90","no"
"147","17972",1,"97218",-76.2,40.6,-122.59,45.58,3758420.5365895,3758420.5365895,"20.9215","90","no"
"148","18017",1,"97218",-75.39,40.66,-122.59,45.58,3818058.71350917,3818058.71350917,"20.9215","90","no"
"149","18049",1,"97218",-75.5,40.52,-122.59,45.58,3816025.48975712,3816025.48975712,"20.9215","90","no"
"150","18062",1,"97218",-75.59,40.5,-122.59,45.58,3810015.43644143,3810015.43644143,"20.9215","90","no"
"151","18940",2,"97218",-74.96,40.26,-122.59,45.58,3869714.9554119,7739429.91082379,"20.9215","90","no"
"152","19002",1,"97218",-75.22,40.18,-122.59,45.58,3853432.58391142,3853432.58391142,"20.9215","90","no"
"153","19031",1,"97218",-75.22,40.11,-122.59,45.58,3856728.30959149,3856728.30959149,"20.9215","90","no"
"154","19035",1,"97218",-75.27,40.05,-122.59,45.58,3855705.17944315,3855705.17944315,"20.9215","90","no"
"155","19046",1,"97218",-75.11,40.1,-122.59,45.58,3865682.87652883,3865682.87652883,"20.9215","90","no"
"156","19067",1,"97218",-74.81,40.2,-122.59,45.58,3884091.09439092,3884091.09439092,"20.9215","90","no"
"157","19103",2,"97218",-75.17,39.95,-122.59,45.58,3868162.06793154,7736324.13586307,"20.9215","90","no"
"158","19119",1,"97218",-75.19,40.05,-122.59,45.58,3861876.30574468,3861876.30574468,"20.9215","90","no"
"159","19139",1,"97218",-75.23,39.96,-122.59,45.58,3863056.94864458,3863056.94864458,"20.9215","90","no"
"160","19143",1,"97218",-75.22,39.94,-122.59,45.58,3864779.21772806,3864779.21772806,"20.9215","90","no"
"161","19446",1,"97218",-75.29,40.23,-122.59,45.58,3845689.41112188,3845689.41112188,"20.9215","90","no"
"162","19610",1,"97218",-75.98,40.34,-122.59,45.58,3787354.05953803,3787354.05953803,"20.9215","90","no"
"163","19803",1,"97218",-75.53,39.8,-122.59,45.58,3847518.35592003,3847518.35592003,"20.9215","90","no"
"164","20001",1,"97218",-77.02,38.91,-122.59,45.58,3775422.96331843,3775422.96331843,"20.9215","90","no"
"165","20002",1,"97218",-76.98,38.91,-122.59,45.58,3778526.63859531,3778526.63859531,"20.9215","90","no"
"166","20007",2,"97218",-77.08,38.92,-122.59,45.58,3770272.63473931,7540545.26947861,"20.9215","90","no"
"167","20008",1,"97218",-77.06,38.93,-122.59,45.58,3771330.14584379,3771330.14584379,"20.9215","90","no"
"168","20016",1,"97218",-77.09,38.94,-122.59,45.58,3768508.23421554,3768508.23421554,"20.9215","90","no"
"169","20147",1,"97218",-77.48,39.05,-122.59,45.58,3732830.05515974,3732830.05515974,"20.9215","90","no"
"170","20165",1,"97218",-77.39,39.05,-122.59,45.58,3739813.80579041,3739813.80579041,"20.9215","90","no"
"171","20170",1,"97218",-77.38,38.98,-122.59,45.58,3744031.33897378,3744031.33897378,"20.9215","90","no"
"172","20619",1,"97218",-76.52,38.29,-122.59,45.58,3845387.53329364,3845387.53329364,"20.9215","90","no"
"173","20639",1,"97218",-76.6,38.61,-122.59,45.58,3822978.14376863,3822978.14376863,"20.9215","90","no"
"174","20782",1,"97218",-76.97,38.97,-122.59,45.58,3776337.18749688,3776337.18749688,"20.9215","90","no"
"175","20785",1,"97218",-76.89,38.92,-122.59,45.58,3785014.49401399,3785014.49401399,"20.9215","90","no"
"176","20815",1,"97218",-77.08,38.98,-122.59,45.58,3767309.99744563,3767309.99744563,"20.9215","90","no"
"177","20817",2,"97218",-77.16,39,-122.59,45.58,3760117.66472843,7520235.32945685,"20.9215","90","no"
"178","20837",1,"97218",-77.43,39.12,-122.59,45.58,3733280.64213394,3733280.64213394,"20.9215","90","no"
"179","20850",1,"97218",-77.19,39.09,-122.59,45.58,3753368.04153483,3753368.04153483,"20.9215","90","no"
"180","20854",3,"97218",-77.2,39,-122.59,45.58,3757014.15493693,11271042.4648108,"20.9215","90","no"
"181","20866",1,"97218",-76.92,39.11,-122.59,45.58,3773327.8881916,3773327.8881916,"20.9215","90","no"
"182","20878",1,"97218",-77.25,39.11,-122.59,45.58,3747733.84720681,3747733.84720681,"20.9215","90","no"
"183","20905",1,"97218",-76.99,39.12,-122.59,45.58,3767409.46562711,3767409.46562711,"20.9215","90","no"
"184","20910",1,"97218",-77.04,39,-122.59,45.58,3769427.45246064,3769427.45246064,"20.9215","90","no"
"185","20912",1,"97218",-77,38.98,-122.59,45.58,3773516.47386498,3773516.47386498,"20.9215","90","no"
"186","21046",1,"97218",-76.84,39.17,-122.59,45.58,3776592.08513678,3776592.08513678,"20.9215","90","no"
