"","ZIP","NUMB","ZIP_END","lng_start","lat_start","lng_end","lat_end","distance_metres","zip_tot_dist","distance_reed_pdx","RPK","portland_native"
"187","21210",1,"97218",-76.63,39.35,-122.59,45.58,3784095.05757926,3784095.05757926,"20.9215","90","no"
"188","21218",1,"97218",-76.6,39.33,-122.59,45.58,3787390.47196014,3787390.47196014,"20.9215","90","no"
"189","21409",1,"97218",-76.45,39.02,-122.59,45.58,3814196.59291745,3814196.59291745,"20.9215","90","no"
"190","21801",1,"97218",-75.64,38.38,-122.59,45.58,3909116.68049696,3909116.68049696,"20.9215","90","no"
"191","22101",2,"97218",-77.16,38.94,-122.59,45.58,3763076.55030701,7526153.10061401,"20.9215","90","no"
"192","22102",1,"97218",-77.23,38.93,-122.59,45.58,3758138.32139111,3758138.32139111,"20.9215","90","no"
"193","22180",1,"97218",-77.25,38.9,-122.59,45.58,3758068.96264387,3758068.96264387,"20.9215","90","no"
"194","22181",1,"97218",-77.29,38.9,-122.59,45.58,3754964.39539467,3754964.39539467,"20.9215","90","no"
"195","22207",1,"97218",-77.12,38.91,-122.59,45.58,3767663.24156374,3767663.24156374,"20.9215","90","no"
"196","22303",1,"97218",-77.08,38.79,-122.59,45.58,3776720.35167218,3776720.35167218,"20.9215","90","no"
"197","22408",1,"97218",-77.4,38.2,-122.59,45.58,3781597.12116587,3781597.12116587,"20.9215","90","no"
"198","22939",1,"97218",-78.97,38.1,-122.59,45.58,3664575.23497848,3664575.23497848,"20.9215","90","no"
"199","23451",1,"97218",-76.03,36.86,-122.59,45.58,3958672.51309245,3958672.51309245,"20.9215","90","no"
"200","24401",1,"97218",-79.1,38.1,-122.59,45.58,3654456.78693234,3654456.78693234,"20.9215","90","no"
"201","24450",1,"97218",-79.5,37.8,-122.59,45.58,3638737.55814994,3638737.55814994,"20.9215","90","no"
"202","25302",1,"97218",-81.58,38.4,-122.59,45.58,3446166.81957384,3446166.81957384,"20.9215","90","no"
"203","27104",1,"97218",-80.32,36.1,-122.59,45.58,3666189.68826064,3666189.68826064,"20.9215","90","no"
"204","27278",1,"97218",-79.1,36.1,-122.59,45.58,3761226.371303,3761226.371303,"20.9215","90","no"
"205","27312",1,"97218",-79.2,35.8,-122.59,45.58,3770222.88645543,3770222.88645543,"20.9215","90","no"
"206","27514",1,"97218",-79.04,35.97,-122.59,45.58,3773150.88010931,3773150.88010931,"20.9215","90","no"
"207","27517",2,"97218",-79,35.8,-122.59,45.58,3785802.72487246,7571605.44974492,"20.9215","90","no"
"208","27713",2,"97218",-78.92,35.89,-122.59,45.58,3786979.1184731,7573958.2369462,"20.9215","90","no"
"209","28270",1,"97218",-80.76,35.11,-122.59,45.58,3688171.21884317,3688171.21884317,"20.9215","90","no"
"210","29209",1,"97218",-81,33.9,-122.59,45.58,3741183.03877122,3741183.03877122,"20.9215","90","no"
"211","29418",1,"97218",-80.06,32.89,-122.59,45.58,3876079.79967574,3876079.79967574,"20.9215","90","no"
"212","29466",1,"97218",-79.79,32.87,-122.59,45.58,3898242.62796723,3898242.62796723,"20.9215","90","no"
"213","29527",1,"97218",-79.2,33.8,-122.59,45.58,3886968.65756103,3886968.65756103,"20.9215","90","no"
"214","29617",1,"97218",-82.47,34.91,-122.59,45.58,3566964.7854948,3566964.7854948,"20.9215","90","no"
"215","29672",2,"97218",-82.95,34.76,-122.59,45.58,3538560.64610264,7077121.29220529,"20.9215","90","no"
"216","29926",1,"97218",-80.75,32.22,-122.59,45.58,3864957.46217296,3864957.46217296,"20.9215","90","no"
"217","30030",1,"97218",-84.29,33.77,-122.59,45.58,3494704.84891563,3494704.84891563,"20.9215","90","no"
"218","30040",1,"97218",-84.2,34.2,-122.59,45.58,3475357.10109278,3475357.10109278,"20.9215","90","no"
"219","30054",1,"97218",-83.86,33.68,-122.59,45.58,3533400.57800276,3533400.57800276,"20.9215","90","no"
"220","30076",1,"97218",-84.31,34.02,-122.59,45.58,3477823.53389422,3477823.53389422,"20.9215","90","no"
"221","30306",2,"97218",-84.35,33.79,-122.59,45.58,3488848.95942229,6977697.91884457,"20.9215","90","no"
"222","30312",1,"97218",-84.38,33.74,-122.59,45.58,3489620.92608179,3489620.92608179,"20.9215","90","no"
"223","30318",1,"97218",-84.44,33.79,-122.59,45.58,3481914.60920305,3481914.60920305,"20.9215","90","no"
"224","30319",1,"97218",-84.35,33.86,-122.59,45.58,3484541.93003391,3484541.93003391,"20.9215","90","no"
"225","30324",2,"97218",-84.36,33.82,-122.59,45.58,3486231.10805285,6972462.21610571,"20.9215","90","no"
"226","30338",2,"97218",-84.32,33.94,-122.59,45.58,3481946.14373249,6963892.28746498,"20.9215","90","no"
"227","31419",1,"97218",-81.2,32,-122.59,45.58,3844334.16735763,3844334.16735763,"20.9215","90","no"
"228","31905",1,"97218",-84.8,32.4,-122.59,45.58,3542138.49604254,3542138.49604254,"20.9215","90","no"
"229","32207",1,"97218",-81.64,30.27,-122.59,45.58,3924664.05403024,3924664.05403024,"20.9215","90","no"
"230","32459",1,"97218",-86.2,30.4,-122.59,45.58,3570161.61247238,3570161.61247238,"20.9215","90","no"
"231","32514",1,"97218",-87.21,30.55,-122.59,45.58,3484047.64070668,3484047.64070668,"20.9215","90","no"
"232","32603",1,"97218",-82.348,29.656,-122.59,45.58,3912613.69687964,3912613.69687964,"20.9215","90","no"
"233","32952",1,"97218",-80.7,28.3,-122.59,45.58,4132251.61464108,4132251.61464108,"20.9215","90","no"
"234","33029",1,"97218",-80.4,25.99,-122.59,45.58,4321395.10049928,4321395.10049928,"20.9215","90","no"
"235","33156",1,"97218",-80.29,25.66,-122.59,45.58,4354012.87518451,4354012.87518451,"20.9215","90","no"
"236","33186",1,"97218",-80.41,25.66,-122.59,45.58,4345024.56086617,4345024.56086617,"20.9215","90","no"
"237","33304",1,"97218",-80.12,26.15,-122.59,45.58,4330669.84972837,4330669.84972837,"20.9215","90","no"
"238","33428",1,"97218",-80.4,26.5,-122.59,45.58,4284011.31317482,4284011.31317482,"20.9215","90","no"
"239","33432",1,"97218",-80.08,26.35,-122.59,45.58,4319046.27378379,4319046.27378379,"20.9215","90","no"
"240","33703",1,"97218",-82.62,27.82,-122.59,45.58,4021459.68642109,4021459.68642109,"20.9215","90","no"
"241","34243",1,"97218",-82.52,27.4,-122.59,45.58,4059327.44954962,4059327.44954962,"20.9215","90","no"
"242","34429",1,"97218",-82.6,28.9,-122.59,45.58,3946127.04092189,3946127.04092189,"20.9215","90","no"
"243","34677",1,"97218",-82.68,28.04,-122.59,45.58,4001145.69352221,4001145.69352221,"20.9215","90","no"
"244","35000",1,"97218",NA,NA,-122.59,45.58,NA,NA,"20.9215","90","no"
"245","35203",1,"97218",-86.81,33.52,-122.59,45.58,3316853.62105724,3316853.62105724,"20.9215","90","no"
"246","35222",1,"97218",-86.77,33.52,-122.59,45.58,3319910.97635755,3319910.97635755,"20.9215","90","no"
"247","35242",1,"97218",-86.7,33.4,-122.59,45.58,3332850.85611914,3332850.85611914,"20.9215","90","no"
"248","36830",1,"97218",-85.5,32.5,-122.59,45.58,3482187.23243307,3482187.23243307,"20.9215","90","no"
"249","37042",1,"97218",-87.4,36.6,-122.59,45.58,3088223.99985915,3088223.99985915,"20.9215","90","no"
"250","37086",1,"97218",-86.57,36.02,-122.59,45.58,3185095.63767521,3185095.63767521,"20.9215","90","no"
"251","37128",1,"97218",-86.49,35.8,-122.59,45.58,3203863.20346234,3203863.20346234,"20.9215","90","no"
"252","37212",1,"97218",-86.8,36.13,-122.59,45.58,3161050.23520947,3161050.23520947,"20.9215","90","no"
"253","37221",1,"97218",-86.96,36.06,-122.59,45.58,3152647.15150134,3152647.15150134,"20.9215","90","no"
"254","37405",1,"97218",-85.4,35.1,-122.59,45.58,3328857.45702214,3328857.45702214,"20.9215","90","no"
"255","37917",1,"97218",-83.91,36,-122.59,45.58,3392488.54360085,3392488.54360085,"20.9215","90","no"
"256","38104",1,"97218",-90,35.14,-122.59,45.58,2972870.52085429,2972870.52085429,"20.9215","90","no"
"257","38112",1,"97218",-89.98,35.15,-122.59,45.58,2973792.08601576,2973792.08601576,"20.9215","90","no"
"258","38139",1,"97218",-89.77,35.08,-122.59,45.58,2994074.65487138,2994074.65487138,"20.9215","90","no"
"259","38572",1,"97218",-85.1,35.8,-122.59,45.58,3311486.99496014,3311486.99496014,"20.9215","90","no"
"260","38804",1,"97218",-88.7,34.3,-122.59,45.58,3123659.32985496,3123659.32985496,"20.9215","90","no"
"261","40059",1,"97218",-85.59,38.38,-122.59,45.58,3134768.1620587,3134768.1620587,"20.9215","90","no"
"262","40214",1,"97218",-85.79,38.16,-122.59,45.58,3130309.59958103,3130309.59958103,"20.9215","90","no"
"263","40223",1,"97218",-85.54,38.26,-122.59,45.58,3144707.2921935,3144707.2921935,"20.9215","90","no"
"264","43055",1,"97218",-82.4,40.1,-122.59,45.58,3301036.86530922,3301036.86530922,"20.9215","90","no"
"265","43082",1,"97218",-82.87,40.16,-122.59,45.58,3261778.73545281,3261778.73545281,"20.9215","90","no"
"266","43085",1,"97218",-83.01,40.1,-122.59,45.58,3253607.8632029,3253607.8632029,"20.9215","90","no"
"267","43209",1,"97218",-82.93,39.95,-122.59,45.58,3266663.94018585,3266663.94018585,"20.9215","90","no"
"268","43212",1,"97218",-83.04,39.99,-122.59,45.58,3256278.73242725,3256278.73242725,"20.9215","90","no"
"269","43220",1,"97218",-83.07,40.05,-122.59,45.58,3251211.58487686,3251211.58487686,"20.9215","90","no"
"270","43512",1,"97218",-84.4,41.3,-122.59,45.58,3093499.55152331,3093499.55152331,"20.9215","90","no"
"271","44024",1,"97218",-81.2,41.6,-122.59,45.58,3328941.72336331,3328941.72336331,"20.9215","90","no"
"272","44122",3,"97218",-81.51,41.47,-122.59,45.58,3310379.16845816,9931137.50537448,"20.9215","90","no"
"273","44145",1,"97218",-81.92,41.44,-122.59,45.58,3279910.41897853,3279910.41897853,"20.9215","90","no"
"274","45135",1,"97218",-83.5,39.4,-122.59,45.58,3247891.99867988,3247891.99867988,"20.9215","90","no"
"275","45249",1,"97218",-84.33,39.27,-122.59,45.58,3189413.2407808,3189413.2407808,"20.9215","90","no"
"276","45387",1,"97218",-83.9,39.8,-122.59,45.58,3198069.17303151,3198069.17303151,"20.9215","90","no"
"277","46385",1,"97218",-87.1,41.5,-122.59,45.58,2875576.80434771,2875576.80434771,"20.9215","90","no"
"278","48009",1,"97218",-83.22,42.55,-122.59,45.58,3135327.87441251,3135327.87441251,"20.9215","90","no"
"279","48103",3,"97218",-83.9,42.3,-122.59,45.58,3092339.90532719,9277019.71598157,"20.9215","90","no"
"280","48104",1,"97218",-83.71,42.27,-122.59,45.58,3108178.05699346,3108178.05699346,"20.9215","90","no"
"281","48202",1,"97218",-83.08,42.38,-122.59,45.58,3152606.64964349,3152606.64964349,"20.9215","90","no"
"282","48326",1,"97218",-83.28,42.67,-122.59,45.58,3126189.79692905,3126189.79692905,"20.9215","90","no"
"283","48386",1,"97218",-83.48,42.66,-122.59,45.58,3111141.92694023,3111141.92694023,"20.9215","90","no"
"284","48609",1,"97218",-84.1,43.4,-122.59,45.58,3036767.46958664,3036767.46958664,"20.9215","90","no"
"285","48823",1,"97218",-84.44,42.76,-122.59,45.58,3033379.9896304,3033379.9896304,"20.9215","90","no"
"286","48840",1,"97218",-84.37,42.77,-122.59,45.58,3038415.65754584,3038415.65754584,"20.9215","90","no"
"287","49085",1,"97218",-86.45,42.06,-122.59,45.58,2904064.67918119,2904064.67918119,"20.9215","90","no"
"288","49341",1,"97218",-85.5,43.1,-122.59,45.58,2939397.94813617,2939397.94813617,"20.9215","90","no"
"289","49506",1,"97218",-85.62,42.94,-122.59,45.58,2935784.99408668,2935784.99408668,"20.9215","90","no"
"290","49855",1,"97218",-87.3,46.6,-122.59,45.58,2704023.53351458,2704023.53351458,"20.9215","90","no"
"291","52240",1,"97218",-91.5,41.6,-122.59,45.58,2529123.76336851,2529123.76336851,"20.9215","90","no"
"292","52245",2,"97218",-91.51,41.67,-122.59,45.58,2525607.66330322,5051215.32660643,"20.9215","90","no"
"293","53212",1,"97218",-87.91,43.07,-122.59,45.58,2754224.67827626,2754224.67827626,"20.9215","90","no"
"294","53226",1,"97218",-88.04,43.05,-122.59,45.58,2744849.02502994,2744849.02502994,"20.9215","90","no"
"295","53402",1,"97218",-87.83,42.79,-122.59,45.58,2770157.04143677,2770157.04143677,"20.9215","90","no"
"296","53515",1,"97218",-89.75,43.12,-122.59,45.58,2610031.3139154,2610031.3139154,"20.9215","90","no"
"297","53562",1,"97218",-89.51,43.1,-122.59,45.58,2629302.2329378,2629302.2329378,"20.9215","90","no"
"298","53597",1,"97218",-89.5,43.2,-122.59,45.58,2626741.13791336,2626741.13791336,"20.9215","90","no"
"299","53704",1,"97218",-89.35,43.13,-122.59,45.58,2640694.60370014,2640694.60370014,"20.9215","90","no"
"300","53711",2,"97218",-89.41,43.02,-122.59,45.58,2639752.13302059,5279504.26604118,"20.9215","90","no"
"301","53717",1,"97218",-89.52,43.07,-122.59,45.58,2629535.74066172,2629535.74066172,"20.9215","90","no"
"302","53959",1,"97218",-90,43.5,-122.59,45.58,2578289.11955843,2578289.11955843,"20.9215","90","no"
"303","54016",1,"97218",-92.7,45,-122.59,45.58,2328135.72421799,2328135.72421799,"20.9215","90","no"
"304","54481",1,"97218",-89.6,44.5,-122.59,45.58,2579425.58771367,2579425.58771367,"20.9215","90","no"
"305","54703",1,"97218",-91.5,44.8,-122.59,45.58,2425337.092981,2425337.092981,"20.9215","90","no"
"306","55044",1,"97218",-93.3,44.6,-122.59,45.58,2291700.08532056,2291700.08532056,"20.9215","90","no"
"307","55103",1,"97218",-93.13,44.97,-122.59,45.58,2295760.18404918,2295760.18404918,"20.9215","90","no"
"308","55104",1,"97218",-93.17,44.96,-122.59,45.58,2292917.1565807,2292917.1565807,"20.9215","90","no"
"309","55106",1,"97218",-93.05,44.94,-122.59,45.58,2302628.40665144,2302628.40665144,"20.9215","90","no"
"310","55109",1,"97218",-93.03,45.02,-122.59,45.58,2302280.88877211,2302280.88877211,"20.9215","90","no"
"311","55112",1,"97218",-93.19,45.08,-122.59,45.58,2288581.98238382,2288581.98238382,"20.9215","90","no"
"312","55115",1,"97218",-92.95,45.07,-122.59,45.58,2307269.18076816,2307269.18076816,"20.9215","90","no"
"313","55129",1,"97218",-92.92,44.91,-122.59,45.58,2313352.62218157,2313352.62218157,"20.9215","90","no"
"314","55303",1,"97218",-93.4,45.3,-122.59,45.58,2267518.5412485,2267518.5412485,"20.9215","90","no"
"315","55309",1,"97218",-93.7,45.4,-122.59,45.58,2242345.58566403,2242345.58566403,"20.9215","90","no"
"316","55331",1,"97218",-93.6,44.9,-122.59,45.58,2261218.52512439,2261218.52512439,"20.9215","90","no"
"317","55403",1,"97218",-93.29,44.97,-122.59,45.58,2283443.9990944,2283443.9990944,"20.9215","90","no"
"318","55406",2,"97218",-93.22,44.94,-122.59,45.58,2289540.63062099,4579081.26124199,"20.9215","90","no"
"319","55408",2,"97218",-93.29,44.94,-122.59,45.58,2284150.79561344,4568301.59122688,"20.9215","90","no"
"320","55410",2,"97218",-93.31,44.91,-122.59,45.58,2283321.67523123,4566643.35046247,"20.9215","90","no"
"321","55417",1,"97218",-93.23,44.9,-122.59,45.58,2289721.39606849,2289721.39606849,"20.9215","90","no"
"322","55419",4,"97218",-93.29,44.91,-122.59,45.58,2284862.05368719,9139448.21474877,"20.9215","90","no"
"323","55422",1,"97218",-93.34,45.01,-122.59,45.58,2278660.45045799,2278660.45045799,"20.9215","90","no"
"324","55424",1,"97218",-93.34,44.91,-122.59,45.58,2281011.04105939,2281011.04105939,"20.9215","90","no"
"325","55803",1,"97218",-92.1,47.1,-122.59,45.58,2334436.26875186,2334436.26875186,"20.9215","90","no"
"326","55812",1,"97218",-92.07,46.81,-122.59,45.58,2340912.51974452,2340912.51974452,"20.9215","90","no"
"327","55901",1,"97218",-92.51,44.08,-122.59,45.58,2366662.3341789,2366662.3341789,"20.9215","90","no"
"328","55902",1,"97218",-92.52,43.96,-122.59,45.58,2369301.8539033,2369301.8539033,"20.9215","90","no"
"329","55906",1,"97218",-92.4,44.1,-122.59,45.58,2374608.75846815,2374608.75846815,"20.9215","90","no"
"330","56082",1,"97218",-94,44.3,-122.59,45.58,2245359.34561345,2245359.34561345,"20.9215","90","no"
"331","56377",1,"97218",-94.23,45.64,-122.59,45.58,2196834.77494649,2196834.77494649,"20.9215","90","no"
"332","57105",1,"97218",-96.73,43.52,-122.59,45.58,2055240.7422722,2055240.7422722,"20.9215","90","no"
"333","57108",1,"97218",-96.7,43.5,-122.59,45.58,2058168.40623165,2058168.40623165,"20.9215","90","no"
"334","59422",1,"97218",-112.4,47.8,-122.59,45.58,815680.080562137,815680.080562137,"20.9215","90","no"
"335","59715",1,"97218",-111,45.7,-122.59,45.58,901367.694529711,901367.694529711,"20.9215","90","no"
"336","59801",1,"97218",-113.99,46.86,-122.59,45.58,677158.280506074,677158.280506074,"20.9215","90","no"
"337","59803",1,"97218",-114,46.8,-122.59,45.58,675390.563842862,675390.563842862,"20.9215","90","no"
"338","60014",1,"97218",-88.31,42.23,-122.59,45.58,2753252.64209618,2753252.64209618,"20.9215","90","no"
"339","60022",1,"97218",-87.77,42.13,-122.59,45.58,2798942.91481206,2798942.91481206,"20.9215","90","no"
"340","60025",2,"97218",-87.82,42.08,-122.59,45.58,2796953.68146778,5593907.36293557,"20.9215","90","no"
"341","60030",1,"97218",-88.06,42.34,-122.59,45.58,2768580.70292949,2768580.70292949,"20.9215","90","no"
"342","60035",1,"97218",-87.81,42.19,-122.59,45.58,2793576.38256182,2793576.38256182,"20.9215","90","no"
"343","60090",1,"97218",-87.92,42.13,-122.59,45.58,2787294.04903574,2787294.04903574,"20.9215","90","no"
"344","60091",1,"97218",-87.73,42.08,-122.59,45.58,2803943.67985302,2803943.67985302,"20.9215","90","no"
"345","60093",2,"97218",-87.76,42.11,-122.59,45.58,2800476.07019248,5600952.14038496,"20.9215","90","no"
"346","60201",3,"97218",-87.68,42.05,-122.59,45.58,2808968.31585201,8426904.94755604,"20.9215","90","no"
"347","60302",2,"97218",-87.79,41.89,-122.59,45.58,2806563.86860095,5613127.7372019,"20.9215","90","no"
"348","60304",1,"97218",-87.78,41.87,-122.59,45.58,2808114.98497517,2808114.98497517,"20.9215","90","no"
"349","60402",1,"97218",-87.78,41.83,-122.59,45.58,2809667.35529023,2809667.35529023,"20.9215","90","no"
"350","60431",1,"97218",-88.22,41.54,-122.59,45.58,2786867.2459706,2786867.2459706,"20.9215","90","no"
