ZIP.x,NUMB,ZIP_END,lng_start,lat_start,lng_end,lat_end,distance_metres,zip_tot_dist,distance_reed_pdx,co2_emission_air_km,portland_native,num,car_fuel_econ,international,pdx_airport,distance_km,co2_emission_car_km,tot_co2_output,everyones_output,city,abb_state,state,ZCTA,Population,Density,Primary Official County Code,Primary Official County Name,County Weights,Official County Name,Official County Code,Imprecise,Military,Timezone,Geo Point
81211,1,97218,-106.3,38.9,-122.59,45.58,1530595.4667652966,1530.6,20.9215,90,no,496,10.93,no,PDX,1530.6,251.03,143005.924145,269186314.7768758,Buena Vista,CO,Colorado,TRUE,8281,6.9,8015,Chaffee,"{""08015"": ""100""}",Chaffee,8015,FALSE,FALSE,America/Denver,"38.90712, -106.23921"
81419,1,97218,-107.7,38.8,-122.59,45.58,1438040.8967698594,1438.04,20.9215,90,no,497,10.93,no,PDX,1438.04,251.03,134675.524145,269186314.7768758,Hotchkiss,CO,Colorado,TRUE,3666,7,8029,Delta,"{""08029"": ""100""}",Delta,8029,FALSE,FALSE,America/Denver,"38.86945, -107.75853"
81623,1,97218,-107.2,39.2,-122.59,45.58,1447510.1367715495,1447.51,20.9215,90,no,498,10.93,no,PDX,1447.51,251.03,135527.824145,269186314.7768758,Carbondale,CO,Colorado,TRUE,17173,14.9,8045,Garfield,"{""08045"": ""64.8"", ""08037"": ""26.79"", ""08097"": ""6.05"", ""08051"": ""2.36""}",Garfield|Eagle|Pitkin|Gunnison,08045|08037|08097|08051,FALSE,FALSE,America/Denver,"39.25109, -107.20443"
82001,2,97218,-104.79,41.14,-122.59,45.58,1519225.2067955919,3038.45,20.9215,90,no,499,10.93,no,PDX,1519.23,251.03,141982.624145,269186314.7768758,Cheyenne,WY,Wyoming,TRUE,36214,238,56021,Laramie,"{""56021"": ""100""}",Laramie,56021,FALSE,FALSE,America/Denver,"41.09143, -104.93442"
82070,1,97218,-105.8,41.4,-122.59,45.58,1430368.6802696388,1430.37,20.9215,90,no,500,10.93,no,PDX,1430.37,251.03,133985.224145,269186314.7768758,Laramie,WY,Wyoming,TRUE,20630,7.3,56001,Albany,"{""56001"": ""100""}",Albany,56001,FALSE,FALSE,America/Denver,"41.20539, -105.83205"
82501,1,97218,-108.6,43.2,-122.59,45.58,1142361.8234087597,1142.36,20.9215,90,no,501,10.93,no,PDX,1142.36,251.03,108064.32414499999,269186314.7768758,Riverton,WY,Wyoming,TRUE,19493,8,56013,Fremont,"{""56013"": ""100""}",Fremont,56013,FALSE,FALSE,America/Denver,"43.03512, -108.20235"
83333,1,97218,-114.3,43.6,-122.59,45.58,692785.1540051106,692.79,20.9215,90,no,502,10.93,no,PDX,692.79,251.03,67603.024145,269186314.7768758,Hailey,ID,Idaho,TRUE,10109,11.4,16013,Blaine,"{""16013"": ""100""}",Blaine,16013,FALSE,FALSE,America/Boise,"43.56677, -114.3155"
83642,1,97218,-116.4,43.6,-122.59,45.58,537751.8926389735,537.75,20.9215,90,no,503,10.93,no,PDX,537.75,251.03,53649.424145,269186314.7768758,Meridian,ID,Idaho,TRUE,46193,434.6,16001,Ada,"{""16001"": ""100""}",Ada,16001,FALSE,FALSE,America/Boise,"43.57345, -116.40133"
83703,1,97218,-116.24,43.66,-122.59,45.58,546455.7338020363,546.46,20.9215,90,no,504,10.93,no,PDX,546.46,251.03,54433.324145000006,269186314.7768758,Boise,ID,Idaho,TRUE,16967,767.6,16001,Ada,"{""16001"": ""100""}",Ada,16001,FALSE,FALSE,America/Boise,"43.66443, -116.24044"
83709,1,97218,-116.29,43.56,-122.59,45.58,547677.1816371387,547.68,20.9215,90,no,505,10.93,no,PDX,547.68,251.03,54543.124144999994,269186314.7768758,Boise,ID,Idaho,TRUE,58391,651.8,16001,Ada,"{""16001"": ""100""}",Ada,16001,FALSE,FALSE,America/Boise,"43.54974, -116.28929"
83843,1,97218,-116.9,46.7,-122.59,45.58,456134.1686813915,456.13,20.9215,90,no,506,10.93,no,PDX,456.13,251.03,46303.624144999994,269186314.7768758,Moscow,ID,Idaho,TRUE,26986,86.3,16057,Latah,"{""16057"": ""100""}",Latah,16057,FALSE,FALSE,America/Los_Angeles,"46.72268, -116.94172"
84017,1,97218,-110.8,41,-122.59,45.58,1081338.9595833253,1081.34,20.9215,90,no,507,10.93,no,PDX,1081.34,251.03,102572.52414499999,269186314.7768758,Coalville,UT,Utah,TRUE,4366,3.6,49043,Summit,"{""49043"": ""100""}",Summit,49043,FALSE,FALSE,America/Denver,"40.93355, -111.20387"
84098,1,97218,-111.5,40.7,-122.59,45.58,1050531.5452013165,1050.53,20.9215,90,no,508,10.93,no,PDX,1050.53,251.03,99799.624145,269186314.7768758,Park City,UT,Utah,TRUE,19396,91.2,49043,Summit,"{""49043"": ""100""}",Summit,49043,FALSE,FALSE,America/Denver,"40.73472, -111.53432"
84102,1,97218,-111.86,40.76,-122.59,45.58,1021827.1001829604,1021.83,20.9215,90,no,509,10.93,no,PDX,1021.83,251.03,97216.624145,269186314.7768758,Salt Lake City,UT,Utah,TRUE,18643,4058.2,49035,Salt Lake,"{""49035"": ""100""}",Salt Lake,49035,FALSE,FALSE,America/Denver,"40.76021, -111.86439"
84105,2,97218,-111.86,40.74,-122.59,45.58,1023112.9193064783,2046.23,20.9215,90,no,510,10.93,no,PDX,1023.11,251.03,97331.82414499999,269186314.7768758,Salt Lake City,UT,Utah,TRUE,22352,2836.2,49035,Salt Lake,"{""49035"": ""100""}",Salt Lake,49035,FALSE,FALSE,America/Denver,"40.73826, -111.85954"
84109,1,97218,-111.76,40.72,-122.59,45.58,1031285.4423796665,1031.29,20.9215,90,no,511,10.93,no,PDX,1031.29,251.03,98068.02414499999,269186314.7768758,Salt Lake City,UT,Utah,TRUE,24758,155,49035,Salt Lake,"{""49035"": ""100""}",Salt Lake,49035,FALSE,FALSE,America/Denver,"40.70266, -111.70607"
84121,1,97218,-111.7,40.7,-122.59,45.58,1036705.7071467525,1036.71,20.9215,90,no,512,10.93,no,PDX,1036.71,251.03,98555.824145,269186314.7768758,Salt Lake City,UT,Utah,TRUE,40857,245.1,49035,Salt Lake,"{""49035"": ""100""}",Salt Lake,49035,FALSE,FALSE,America/Denver,"40.62561, -111.69818"
84124,1,97218,-111.79,40.68,-122.59,45.58,1031797.0460257496,1031.8,20.9215,90,no,513,10.93,no,PDX,1031.8,251.03,98113.924145,269186314.7768758,Salt Lake City,UT,Utah,TRUE,22644,1505.5,49035,Salt Lake,"{""49035"": ""100""}",Salt Lake,49035,FALSE,FALSE,America/Denver,"40.67722, -111.81329"
85006,1,97218,-112.05,33.47,-122.59,45.58,1620540.515112801,1620.54,20.9215,90,no,514,10.93,no,PDX,1620.54,251.03,151100.524145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,27206,2690.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.46513, -112.04788"
85008,1,97218,-111.99,33.46,-122.59,45.58,1624340.763725189,1624.34,20.9215,90,no,515,10.93,no,PDX,1624.34,251.03,151442.524145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,62340,2297.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.46331, -111.98676"
85009,1,97218,-112.13,33.44,-122.59,45.58,1619646.4803388924,1619.65,20.9215,90,no,516,10.93,no,PDX,1619.65,251.03,151020.424145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,51711,1278.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.44281, -112.12823"
85013,1,97218,-112.08,33.51,-122.59,45.58,1615290.0000335185,1615.29,20.9215,90,no,517,10.93,no,PDX,1615.29,251.03,150628.024145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,21028,2183.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.51007, -112.08287"
85014,1,97218,-112.06,33.51,-122.59,45.58,1616236.5050857898,1616.24,20.9215,90,no,518,10.93,no,PDX,1616.24,251.03,150713.524145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,27623,2551.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.5085, -112.05674"
85016,2,97218,-112.03,33.51,-122.59,45.58,1617658.5785654862,3235.32,20.9215,90,no,519,10.93,no,PDX,1617.66,251.03,150841.324145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,35930,1535.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.51359, -112.02967"
85037,1,97218,-112.28,33.49,-122.59,45.58,1607818.2509382525,1607.82,20.9215,90,no,520,10.93,no,PDX,1607.82,251.03,149955.724145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,54817,2585.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.49056, -112.26468"
85041,1,97218,-112.12,33.38,-122.59,45.58,1625880.3670588457,1625.88,20.9215,90,no,521,10.93,no,PDX,1625.88,251.03,151581.124145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,62152,1511.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.38586, -112.10884"
85050,1,97218,-112,33.69,-122.59,45.58,1601906.06875762,1601.91,20.9215,90,no,522,10.93,no,PDX,1601.91,251.03,149423.824145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,32039,847.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.68633, -111.99631"
85086,1,97218,-112.1,33.8,-122.59,45.58,1586637.7711978117,1586.64,20.9215,90,no,523,10.93,no,PDX,1586.64,251.03,148049.524145,269186314.7768758,Phoenix,AZ,Arizona,TRUE,42179,279.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.81546, -112.12019"
85202,1,97218,-111.88,33.38,-122.59,45.58,1637221.880129805,1637.22,20.9215,90,no,524,10.93,no,PDX,1637.22,251.03,152601.724145,269186314.7768758,Mesa,AZ,Arizona,TRUE,40364,2478.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.38249, -111.87447"
85253,1,97218,-111.97,33.54,-122.59,45.58,1617645.6470612038,1617.65,20.9215,90,no,525,10.93,no,PDX,1617.65,251.03,150840.424145,269186314.7768758,Paradise Valley,AZ,Arizona,TRUE,18811,403.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.54501, -111.95854"
85281,1,97218,-111.93,33.44,-122.59,45.58,1629105.4579804884,1629.11,20.9215,90,no,526,10.93,no,PDX,1629.11,251.03,151871.824145,269186314.7768758,Tempe,AZ,Arizona,TRUE,66833,1931.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.42815, -111.93115"
85283,1,97218,-111.94,33.37,-122.59,45.58,1635327.3415225162,1635.33,20.9215,90,no,527,10.93,no,PDX,1635.33,251.03,152431.62414499998,269186314.7768758,Tempe,AZ,Arizona,TRUE,51495,2260.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.36461, -111.93212"
85331,1,97218,-112,33.8,-122.59,45.58,1591441.0189547972,1591.44,20.9215,90,no,528,10.93,no,PDX,1591.44,251.03,148481.524145,269186314.7768758,Cave Creek,AZ,Arizona,TRUE,30727,105.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix,"33.88506, -111.93494"
85718,2,97218,-110.91,32.34,-122.59,45.58,1783128.045672929,3566.26,20.9215,90,no,529,10.93,no,PDX,1783.13,251.03,165733.624145,269186314.7768758,Tucson,AZ,Arizona,TRUE,26346,266.9,4019,Pima,"{""04019"": ""100""}",Pima,4019,FALSE,FALSE,America/Phoenix,"32.33335, -110.91662"
85719,1,97218,-110.95,32.25,-122.59,45.58,1789809.8149022134,1789.81,20.9215,90,no,530,10.93,no,PDX,1789.81,251.03,166334.824145,269186314.7768758,Tucson,AZ,Arizona,TRUE,48854,2304.4,4019,Pima,"{""04019"": ""100""}",Pima,4019,FALSE,FALSE,America/Phoenix,"32.24671, -110.9487"
86001,1,97218,-111.8,35.2,-122.59,45.58,1470987.2332379504,1470.99,20.9215,90,no,531,10.93,no,PDX,1470.99,251.03,137641.024145,269186314.7768758,Flagstaff,AZ,Arizona,TRUE,45695,20,4005,Coconino,"{""04005"": ""100""}",Coconino,4005,FALSE,FALSE,America/Phoenix,"35.28948, -111.63773"
86303,1,97218,-112.4,34.5,-122.59,45.58,1505775.3949117688,1505.78,20.9215,90,no,532,10.93,no,PDX,1505.78,251.03,140772.124145,269186314.7768758,Prescott,AZ,Arizona,TRUE,17719,51.2,4025,Yavapai,"{""04025"": ""100""}",Yavapai,4025,FALSE,FALSE,America/Phoenix,"34.48259, -112.44795"
87008,1,97218,-106.38,35.13,-122.59,45.58,1795053.6507629822,1795.05,20.9215,90,no,533,10.93,no,PDX,1795.05,251.03,166806.424145,269186314.7768758,Cedar Crest,NM,New Mexico,TRUE,2464,33.6,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver,"35.14572, -106.3918"
87052,1,97218,-106.36,35.52,-122.59,45.58,1765752.7749505406,1765.75,20.9215,90,no,534,10.93,no,PDX,1765.75,251.03,164169.424145,269186314.7768758,Santo Domingo Pueblo,NM,New Mexico,TRUE,2858,28.2,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver,"35.50479, -106.30689"
87083,1,97218,-106.5,35.7,-122.59,45.58,1742702.780449531,1742.7,20.9215,90,no,535,10.93,no,PDX,1742.7,251.03,162094.924145,269186314.7768758,Cochiti Lake,NM,New Mexico,TRUE,487,141.7,35043,Sandoval,"{""35043"": ""100""}",Sandoval,35043,FALSE,FALSE,America/Denver,"35.64844, -106.34271"
87104,1,97218,-106.67,35.1,-122.59,45.58,1778940.8443193827,1778.94,20.9215,90,no,536,10.93,no,PDX,1778.94,251.03,165356.524145,269186314.7768758,Albuquerque,NM,New Mexico,TRUE,13534,1229.1,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver,"35.10338, -106.67537"
87106,2,97218,-106.6,35.06,-122.59,45.58,1786579.243461308,3573.16,20.9215,90,no,537,10.93,no,PDX,1786.58,251.03,166044.12414499998,269186314.7768758,Albuquerque,NM,New Mexico,TRUE,26025,951,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver,"35.0582, -106.6216"
87108,1,97218,-106.58,35.07,-122.59,45.58,1787053.2885692047,1787.05,20.9215,90,no,538,10.93,no,PDX,1787.05,251.03,166086.424145,269186314.7768758,Albuquerque,NM,New Mexico,TRUE,37438,2460.4,35001,Bernalillo,"{""35001"": ""100""}",Bernalillo,35001,FALSE,FALSE,America/Denver,"35.07254, -106.5784"
87501,1,97218,-105.9,35.7,-122.59,45.58,1781969.8149913878,1781.97,20.9215,90,no,539,10.93,no,PDX,1781.97,251.03,165629.224145,269186314.7768758,Santa Fe,NM,New Mexico,TRUE,15308,74.1,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver,"35.74235, -105.84143"
87505,3,97218,-105.9,35.6,-122.59,45.58,1789608.716418238,5368.83,20.9215,90,no,540,10.93,no,PDX,1789.61,251.03,166316.824145,269186314.7768758,Santa Fe,NM,New Mexico,TRUE,30502,170.1,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver,"35.62193, -105.86873"
87506,1,97218,-106,35.8,-122.59,45.58,1767765.544148384,1767.77,20.9215,90,no,541,10.93,no,PDX,1767.77,251.03,164351.224145,269186314.7768758,Santa Fe,NM,New Mexico,TRUE,13784,26.9,35049,Santa Fe,"{""35049"": ""100""}",Santa Fe,35049,FALSE,FALSE,America/Denver,"35.81952, -105.98861"
87560,1,97218,-105.5,35.3,-122.59,45.58,1838907.7179121256,1838.91,20.9215,90,no,542,10.93,no,PDX,1838.91,251.03,170753.824145,269186314.7768758,Ribera,NM,New Mexico,TRUE,1427,1.2,35047,San Miguel,"{""35047"": ""100""}",San Miguel,35047,FALSE,FALSE,America/Denver,"35.22435, -105.50236"
88001,1,97218,-106.75,32.29,-122.59,45.58,2010031.902578709,2010.03,20.9215,90,no,543,10.93,no,PDX,2010.03,251.03,186154.624145,269186314.7768758,Las Cruces,NM,New Mexico,TRUE,36050,1225,35013,Doña Ana,"{""35013"": ""100""}",Doña Ana,35013,FALSE,FALSE,America/Denver,"32.2901, -106.75394"
88061,1,97218,-108.4,32.9,-122.59,45.58,1862182.0662124008,1862.18,20.9215,90,no,544,10.93,no,PDX,1862.18,251.03,172848.124145,269186314.7768758,Silver City,NM,New Mexico,TRUE,17736,4.8,35017,Grant,"{""35017"": ""100""}",Grant,35017,FALSE,FALSE,America/Denver,"32.64983, -108.33017"
89002,1,97218,-114.95,35.99,-122.59,45.58,1245372.2985094371,1245.37,20.9215,90,no,545,10.93,no,PDX,1245.37,251.03,117335.22414499999,269186314.7768758,Henderson,NV,Nevada,TRUE,35881,1556.7,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"35.99857, -114.96171"
89031,1,97218,-115.17,36.26,-122.59,45.58,1209511.1943305843,1209.51,20.9215,90,no,546,10.93,no,PDX,1209.51,251.03,114107.82414499999,269186314.7768758,North Las Vegas,NV,Nevada,TRUE,67750,2753.1,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.25893, -115.17175"
89074,1,97218,-115.07,36.03,-122.59,45.58,1236299.548662659,1236.3,20.9215,90,no,547,10.93,no,PDX,1236.3,251.03,116518.924145,269186314.7768758,Henderson,NV,Nevada,TRUE,50353,2166.7,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.03659, -115.08087"
89102,1,97218,-115.18,36.14,-122.59,45.58,1220823.424188781,1220.82,20.9215,90,no,548,10.93,no,PDX,1220.82,251.03,115125.72414499999,269186314.7768758,Las Vegas,NV,Nevada,TRUE,39449,2840.9,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.14535, -115.18684"
89128,1,97218,-115.27,36.2,-122.59,45.58,1211110.9503593044,1211.11,20.9215,90,no,549,10.93,no,PDX,1211.11,251.03,114251.82414499999,269186314.7768758,Las Vegas,NV,Nevada,TRUE,35666,2294.9,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.19682, -115.26436"
89131,1,97218,-115.29,36.33,-122.59,45.58,1197520.3066398138,1197.52,20.9215,90,no,550,10.93,no,PDX,1197.52,251.03,113028.724145,269186314.7768758,Las Vegas,NV,Nevada,TRUE,50564,1217.6,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.30619, -115.24268"
89141,1,97218,-115.21,35.98,-122.59,45.58,1235266.125514677,1235.27,20.9215,90,no,551,10.93,no,PDX,1235.27,251.03,116426.224145,269186314.7768758,Las Vegas,NV,Nevada,TRUE,35169,1271.9,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"35.98838, -115.20704"
89146,1,97218,-115.23,36.14,-122.59,45.58,1218695.9491199725,1218.7,20.9215,90,no,552,10.93,no,PDX,1218.7,251.03,114934.924145,269186314.7768758,Las Vegas,NV,Nevada,TRUE,18695,1504.7,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.14325, -115.22693"
89147,1,97218,-115.28,36.11,-122.59,45.58,1219528.3739743123,1219.53,20.9215,90,no,553,10.93,no,PDX,1219.53,251.03,115009.624145,269186314.7768758,Las Vegas,NV,Nevada,TRUE,55865,2911.2,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.1128, -115.28016"
89169,1,97218,-115.14,36.12,-122.59,45.58,1224491.0507352988,1224.49,20.9215,90,no,554,10.93,no,PDX,1224.49,251.03,115456.024145,269186314.7768758,Las Vegas,NV,Nevada,TRUE,21822,2482.9,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"36.12415, -115.14128"
89183,1,97218,-115.15,35.99,-122.59,45.58,1236816.0122617013,1236.82,20.9215,90,no,555,10.93,no,PDX,1236.82,251.03,116565.72414499999,269186314.7768758,Las Vegas,NV,Nevada,TRUE,42480,2340.1,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,"35.99588, -115.15762"
89511,1,97218,-119.9,39.4,-122.59,45.58,722405.0475263955,722.41,20.9215,90,no,556,10.93,no,PDX,722.41,251.03,70268.82414499999,269186314.7768758,Reno,NV,Nevada,TRUE,26443,68.5,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles,"39.3953, -119.89494"
90004,2,97218,-118.31,34.08,-122.59,45.58,1330902.970424041,2661.81,20.9215,90,no,557,10.93,no,PDX,1330.9,251.03,125032.92414500001,269186314.7768758,Los Angeles,CA,California,TRUE,60541,7668.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.07621, -118.31084"
90016,1,97218,-118.36,34.03,-122.59,45.58,1335137.5792090555,1335.14,20.9215,90,no,558,10.93,no,PDX,1335.14,251.03,125414.524145,269186314.7768758,Los Angeles,CA,California,TRUE,45899,4886,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.02872, -118.3546"
90019,1,97218,-118.34,34.05,-122.59,45.58,1333441.117799888,1333.44,20.9215,90,no,559,10.93,no,PDX,1333.44,251.03,125261.524145,269186314.7768758,Los Angeles,CA,California,TRUE,64534,6408.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.04864, -118.33868"
90026,1,97218,-118.26,34.08,-122.59,45.58,1332071.6818496562,1332.07,20.9215,90,no,560,10.93,no,PDX,1332.07,251.03,125138.22414499999,269186314.7768758,Los Angeles,CA,California,TRUE,68906,6298.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.07928, -118.263"
90031,1,97218,-118.22,34.08,-122.59,45.58,1333015.6675129947,1333.02,20.9215,90,no,561,10.93,no,PDX,1333.02,251.03,125223.724145,269186314.7768758,Los Angeles,CA,California,TRUE,39916,4462.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.08022, -118.21073"
90032,1,97218,-118.18,34.08,-122.59,45.58,1333967.649233582,1333.97,20.9215,90,no,562,10.93,no,PDX,1333.97,251.03,125309.224145,269186314.7768758,Los Angeles,CA,California,TRUE,48031,3890,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.07956, -118.17807"
90034,1,97218,-118.4,34.03,-122.59,45.58,1334224.8227451183,1334.22,20.9215,90,no,563,10.93,no,PDX,1334.22,251.03,125331.724145,269186314.7768758,Los Angeles,CA,California,TRUE,53861,6682.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.03068, -118.39953"
90036,1,97218,-118.35,34.07,-122.59,45.58,1331054.9215499305,1331.05,20.9215,90,no,564,10.93,no,PDX,1331.05,251.03,125046.424145,269186314.7768758,Los Angeles,CA,California,TRUE,37965,5933.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.07016, -118.34987"
90042,3,97218,-118.19,34.11,-122.59,45.58,1330503.2553100495,3991.51,20.9215,90,no,565,10.93,no,PDX,1330.5,251.03,124996.924145,269186314.7768758,Los Angeles,CA,California,TRUE,63193,5250,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.11462, -118.19202"
90048,2,97218,-118.38,34.07,-122.59,45.58,1330366.2245857895,2660.73,20.9215,90,no,566,10.93,no,PDX,1330.37,251.03,124985.22414499999,269186314.7768758,Los Angeles,CA,California,TRUE,21489,4399.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.07297, -118.37265"
90049,2,97218,-118.5,34.09,-122.59,45.58,1325496.493450391,2650.99,20.9215,90,no,567,10.93,no,PDX,1325.5,251.03,124546.924145,269186314.7768758,Los Angeles,CA,California,TRUE,36418,936.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.08718, -118.48925"
90064,1,97218,-118.43,34.04,-122.59,45.58,1332466.1890272303,1332.47,20.9215,90,no,568,10.93,no,PDX,1332.47,251.03,125174.224145,269186314.7768758,Los Angeles,CA,California,TRUE,25925,2495.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.03702, -118.42492"
90066,1,97218,-118.43,34,-122.59,45.58,1336783.9101035618,1336.78,20.9215,90,no,569,10.93,no,PDX,1336.78,251.03,125562.124145,269186314.7768758,Los Angeles,CA,California,TRUE,59167,4642,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.00127, -118.43065"
90068,1,97218,-118.33,34.13,-122.59,45.58,1325052.0254322286,1325.05,20.9215,90,no,570,10.93,no,PDX,1325.05,251.03,124506.424145,269186314.7768758,Los Angeles,CA,California,TRUE,21092,1051.1,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.12837, -118.32828"
90077,2,97218,-118.45,34.1,-122.59,45.58,1325538.7648431899,2651.08,20.9215,90,no,571,10.93,no,PDX,1325.54,251.03,124550.52414499999,269186314.7768758,Los Angeles,CA,California,TRUE,8382,441.4,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.10546, -118.45615"
90094,1,97218,-118.42,33.98,-122.59,45.58,1339168.2577355367,1339.17,20.9215,90,no,572,10.93,no,PDX,1339.17,251.03,125777.224145,269186314.7768758,Playa Vista,CA,California,TRUE,9827,6223.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"33.97539, -118.417"
90210,1,97218,-118.42,34.1,-122.59,45.58,1326218.263367702,1326.22,20.9215,90,no,573,10.93,no,PDX,1326.22,251.03,124611.724145,269186314.7768758,Beverly Hills,CA,California,TRUE,19314,736.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.10103, -118.41475"
90212,1,97218,-118.4,34.06,-122.59,45.58,1330988.3305930775,1330.99,20.9215,90,no,574,10.93,no,PDX,1330.99,251.03,125041.024145,269186314.7768758,Beverly Hills,CA,California,TRUE,13314,5381,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles,"34.06217, -118.40194"
