ZIP.x,NUMB,ZIP_END,lng_start,lat_start,lng_end,lat_end,distance_metres,zip_tot_dist,distance_reed_pdx,co2_emission_air_km,portland_native,num,car_fuel_econ,international,pdx_airport,distance_km,co2_emission_car_km,tot_co2_output,everyones_output,city,abb_state,state,ZCTA,Population,Density,Primary Official County Code,Primary Official County Name,County Weights,Official County Name,Official County Code,Imprecise,Military,Timezone,Geo Point
27312,1,97218,-79.2,35.8,-122.59,45.58,3770222.886455426,3770.22,20.9215,90,no,205,10.93,no,PDX,3770.22,251.03,344571.724145,269186314.7768758,Pittsboro,NC,North Carolina,TRUE,20508,46.6,37037,Chatham,"{""37037"": ""99.71"", ""37001"": ""0.29""}",Chatham|Alamance,37037|37001,FALSE,FALSE,America/New_York,"35.75676, -79.19671"
27514,1,97218,-79.04,35.97,-122.59,45.58,3773150.8801093125,3773.15,20.9215,90,no,206,10.93,no,PDX,3773.15,251.03,344835.424145,269186314.7768758,Chapel Hill,NC,North Carolina,TRUE,33208,659.5,37135,Orange,"{""37135"": ""100""}",Orange,37135,FALSE,FALSE,America/New_York,"35.96717, -79.04442"
27517,2,97218,-79,35.8,-122.59,45.58,3785802.7248724615,7571.61,20.9215,90,no,207,10.93,no,PDX,3785.8,251.03,345973.924145,269186314.7768758,Chapel Hill,NC,North Carolina,TRUE,25355,213,37135,Orange,"{""37135"": ""40.53"", ""37037"": ""35.31"", ""37063"": ""24.17""}",Orange|Chatham|Durham,37135|37037|37063,FALSE,FALSE,America/New_York,"35.85024, -79.02484"
27713,2,97218,-78.92,35.89,-122.59,45.58,3786979.1184730977,7573.96,20.9215,90,no,208,10.93,no,PDX,3786.98,251.03,346080.124145,269186314.7768758,Durham,NC,North Carolina,TRUE,54348,643.9,37063,Durham,"{""37063"": ""98.5"", ""37037"": ""1.5""}",Durham|Chatham,37063|37037,FALSE,FALSE,America/New_York,"35.89497, -78.92368"
28270,1,97218,-80.76,35.11,-122.59,45.58,3688171.2188431663,3688.17,20.9215,90,no,209,10.93,no,PDX,3688.17,251.03,337187.224145,269186314.7768758,Charlotte,NC,North Carolina,TRUE,36086,1104.5,37119,Mecklenburg,"{""37119"": ""100""}",Mecklenburg,37119,FALSE,FALSE,America/New_York,"35.10982, -80.76033"
29209,1,97218,-81,33.9,-122.59,45.58,3741183.038771217,3741.18,20.9215,90,no,210,10.93,no,PDX,3741.18,251.03,341958.124145,269186314.7768758,Columbia,SC,South Carolina,TRUE,33523,250,45079,Richland,"{""45079"": ""100""}",Richland,45079,FALSE,FALSE,America/New_York,"33.92407, -80.95328"
29418,1,97218,-80.06,32.89,-122.59,45.58,3876079.799675743,3876.08,20.9215,90,no,211,10.93,no,PDX,3876.08,251.03,354099.124145,269186314.7768758,North Charleston,SC,South Carolina,TRUE,21460,614.4,45019,Charleston,"{""45019"": ""77.03"", ""45035"": ""22.97""}",Charleston|Dorchester,45019|45035,FALSE,FALSE,America/New_York,"32.88918, -80.06476"
29466,1,97218,-79.79,32.87,-122.59,45.58,3898242.627967232,3898.24,20.9215,90,no,212,10.93,no,PDX,3898.24,251.03,356093.524145,269186314.7768758,Mount Pleasant,SC,South Carolina,TRUE,39949,525.3,45019,Charleston,"{""45019"": ""100""}",Charleston,45019,FALSE,FALSE,America/New_York,"32.87848, -79.78989"
29527,1,97218,-79.2,33.8,-122.59,45.58,3886968.6575610316,3886.97,20.9215,90,no,213,10.93,no,PDX,3886.97,251.03,355079.224145,269186314.7768758,Conway,SC,South Carolina,TRUE,26514,66.1,45051,Horry,"{""45051"": ""100""}",Horry,45051,FALSE,FALSE,America/New_York,"33.78271, -79.14732"
29617,1,97218,-82.47,34.91,-122.59,45.58,3566964.785494797,3566.96,20.9215,90,no,214,10.93,no,PDX,3566.96,251.03,326278.324145,269186314.7768758,Greenville,SC,South Carolina,TRUE,29019,482.1,45045,Greenville,"{""45045"": ""100""}",Greenville,45045,FALSE,FALSE,America/New_York,"34.91199, -82.46658"
29672,2,97218,-82.95,34.76,-122.59,45.58,3538560.6461026436,7077.12,20.9215,90,no,215,10.93,no,PDX,3538.56,251.03,323722.324145,269186314.7768758,Seneca,SC,South Carolina,TRUE,12356,123,45073,Oconee,"{""45073"": ""100""}",Oconee,45073,FALSE,FALSE,America/New_York,"34.74824, -82.93963"
29926,1,97218,-80.75,32.22,-122.59,45.58,3864957.4621729637,3864.96,20.9215,90,no,216,10.93,no,PDX,3864.96,251.03,353098.324145,269186314.7768758,Hilton Head Island,SC,South Carolina,TRUE,26377,334.6,45013,Beaufort,"{""45013"": ""100""}",Beaufort,45013,FALSE,FALSE,America/New_York,"32.22801, -80.75234"
30030,1,97218,-84.29,33.77,-122.59,45.58,3494704.848915632,3494.7,20.9215,90,no,217,10.93,no,PDX,3494.7,251.03,319774.924145,269186314.7768758,Decatur,GA,Georgia,TRUE,30608,1811.6,13089,DeKalb,"{""13089"": ""100""}",DeKalb,13089,FALSE,FALSE,America/New_York,"33.77126, -84.29204"
30040,1,97218,-84.2,34.2,-122.59,45.58,3475357.101092776,3475.36,20.9215,90,no,218,10.93,no,PDX,3475.36,251.03,318034.324145,269186314.7768758,Cumming,GA,Georgia,TRUE,72909,478.3,13117,Forsyth,"{""13117"": ""99.4"", ""13057"": ""0.6""}",Forsyth|Cherokee,13117|13057,FALSE,FALSE,America/New_York,"34.21614, -84.1806"
30054,1,97218,-83.86,33.68,-122.59,45.58,3533400.578002757,3533.4,20.9215,90,no,219,10.93,no,PDX,3533.4,251.03,323257.924145,269186314.7768758,Oxford,GA,Georgia,TRUE,12318,115,13217,Newton,"{""13217"": ""82.49"", ""13297"": ""17.51""}",Newton|Walton,13217|13297,FALSE,FALSE,America/New_York,"33.67579, -83.87454"
30076,1,97218,-84.31,34.02,-122.59,45.58,3477823.5338942157,3477.82,20.9215,90,no,220,10.93,no,PDX,3477.82,251.03,318255.724145,269186314.7768758,Roswell,GA,Georgia,TRUE,46742,1159.2,13121,Fulton,"{""13121"": ""100""}",Fulton,13121,FALSE,FALSE,America/New_York,"34.02845, -84.31765"
30306,2,97218,-84.35,33.79,-122.59,45.58,3488848.9594222857,6977.7,20.9215,90,no,221,10.93,no,PDX,3488.85,251.03,319248.424145,269186314.7768758,Atlanta,GA,Georgia,TRUE,23973,2117.2,13121,Fulton,"{""13121"": ""63.65"", ""13089"": ""36.35""}",Fulton|DeKalb,13121|13089,FALSE,FALSE,America/New_York,"33.7887, -84.35026"
30312,1,97218,-84.38,33.74,-122.59,45.58,3489620.926081785,3489.62,20.9215,90,no,222,10.93,no,PDX,3489.62,251.03,319317.724145,269186314.7768758,Atlanta,GA,Georgia,TRUE,24782,2853,13121,Fulton,"{""13121"": ""100""}",Fulton,13121,FALSE,FALSE,America/New_York,"33.74482, -84.3751"
30318,1,97218,-84.44,33.79,-122.59,45.58,3481914.6092030504,3481.91,20.9215,90,no,223,10.93,no,PDX,3481.91,251.03,318623.82414499996,269186314.7768758,Atlanta,GA,Georgia,TRUE,56109,1062.2,13121,Fulton,"{""13121"": ""100""}",Fulton,13121,FALSE,FALSE,America/New_York,"33.79236, -84.4479"
30319,1,97218,-84.35,33.86,-122.59,45.58,3484541.9300339147,3484.54,20.9215,90,no,224,10.93,no,PDX,3484.54,251.03,318860.524145,269186314.7768758,Atlanta,GA,Georgia,TRUE,43011,1599.7,13089,DeKalb,"{""13089"": ""84.21"", ""13121"": ""15.79""}",DeKalb|Fulton,13089|13121,FALSE,FALSE,America/New_York,"33.87895, -84.33619"
30324,2,97218,-84.36,33.82,-122.59,45.58,3486231.108052854,6972.46,20.9215,90,no,225,10.93,no,PDX,3486.23,251.03,319012.624145,269186314.7768758,Atlanta,GA,Georgia,TRUE,27806,2040.5,13121,Fulton,"{""13121"": ""82.02"", ""13089"": ""17.98""}",Fulton|DeKalb,13121|13089,FALSE,FALSE,America/New_York,"33.81958, -84.35707"
30338,2,97218,-84.32,33.94,-122.59,45.58,3481946.1437324886,6963.89,20.9215,90,no,226,10.93,no,PDX,3481.95,251.03,318627.424145,269186314.7768758,Atlanta,GA,Georgia,TRUE,35903,1411,13089,DeKalb,"{""13089"": ""99.25"", ""13121"": ""0.75""}",DeKalb|Fulton,13089|13121,FALSE,FALSE,America/New_York,"33.94374, -84.31748"
31419,1,97218,-81.2,32,-122.59,45.58,3844334.16735763,3844.33,20.9215,90,no,227,10.93,no,PDX,3844.33,251.03,351241.624145,269186314.7768758,Savannah,GA,Georgia,TRUE,58800,353,13051,Chatham,"{""13051"": ""100""}",Chatham,13051,FALSE,FALSE,America/New_York,"31.99574, -81.23582"
31905,1,97218,-84.8,32.4,-122.59,45.58,3542138.496042537,3542.14,20.9215,90,no,228,10.93,no,PDX,3542.14,251.03,324044.524145,269186314.7768758,Fort Benning,GA,Georgia,TRUE,17743,177.7,13053,Chattahoochee,"{""13053"": ""50.82"", ""13215"": ""49.12"", ""01113"": ""0.06""}",Chattahoochee|Muscogee|Russell,13053|13215|01113,FALSE,FALSE,America/New_York,"32.37976, -84.90728"
32207,1,97218,-81.64,30.27,-122.59,45.58,3924664.0540302387,3924.66,20.9215,90,no,229,10.93,no,PDX,3924.66,251.03,358471.32414499996,269186314.7768758,Jacksonville,FL,Florida,TRUE,35488,1188.4,12031,Duval,"{""12031"": ""100""}",Duval,12031,FALSE,FALSE,America/New_York,"30.29, -81.63997"
32459,1,97218,-86.2,30.4,-122.59,45.58,3570161.6124723842,3570.16,20.9215,90,no,230,10.93,no,PDX,3570.16,251.03,326566.32414499996,269186314.7768758,Santa Rosa Beach,FL,Florida,TRUE,17213,121.4,12131,Walton,"{""12131"": ""100""}",Walton,12131,FALSE,FALSE,America/Chicago,"30.36535, -86.18488"
32514,1,97218,-87.21,30.55,-122.59,45.58,3484047.6407066826,3484.05,20.9215,90,no,231,10.93,no,PDX,3484.05,251.03,318816.424145,269186314.7768758,Pensacola,FL,Florida,TRUE,42444,836.6,12033,Escambia,"{""12033"": ""100""}",Escambia,12033,FALSE,FALSE,America/Chicago,"30.53185, -87.22196"
32603,1,97218,-82.348,29.656,-122.59,45.58,3912613.696879635,3912.61,20.9215,90,no,232,10.93,no,PDX,3912.61,251.03,357386.824145,269186314.7768758,Gainesville,FL,Florida,TRUE,6949,1962.1,12001,Alachua,"{""12001"": ""100""}",Alachua,12001,FALSE,FALSE,America/New_York,"29.64994, -82.354"
32952,1,97218,-80.7,28.3,-122.59,45.58,4132251.6146410797,4132.25,20.9215,90,no,233,10.93,no,PDX,4132.25,251.03,377154.424145,269186314.7768758,Merritt Island,FL,Florida,TRUE,20966,654.1,12009,Brevard,"{""12009"": ""100""}",Brevard,12009,FALSE,FALSE,America/New_York,"28.30017, -80.66339"
33029,1,97218,-80.4,25.99,-122.59,45.58,4321395.100499279,4321.4,20.9215,90,no,234,10.93,no,PDX,4321.4,251.03,394177.92414499994,269186314.7768758,Hollywood,FL,Florida,TRUE,48161,1071.9,12011,Broward,"{""12011"": ""100""}",Broward,12011,FALSE,FALSE,America/New_York,"25.99237, -80.4089"
33156,1,97218,-80.29,25.66,-122.59,45.58,4354012.875184508,4354.01,20.9215,90,no,235,10.93,no,PDX,4354.01,251.03,397112.824145,269186314.7768758,Miami,FL,Florida,TRUE,33514,952.9,12086,Miami-Dade,"{""12086"": ""100""}",Miami-Dade,12086,FALSE,FALSE,America/New_York,"25.66828, -80.29732"
33186,1,97218,-80.41,25.66,-122.59,45.58,4345024.560866171,4345.02,20.9215,90,no,236,10.93,no,PDX,4345.02,251.03,396303.72414500004,269186314.7768758,Miami,FL,Florida,TRUE,68581,2098.5,12086,Miami-Dade,"{""12086"": ""100""}",Miami-Dade,12086,FALSE,FALSE,America/New_York,"25.65548, -80.41048"
33304,1,97218,-80.12,26.15,-122.59,45.58,4330669.849728368,4330.67,20.9215,90,no,237,10.93,no,PDX,4330.67,251.03,395012.224145,269186314.7768758,Fort Lauderdale,FL,Florida,TRUE,18351,2230.3,12011,Broward,"{""12011"": ""100""}",Broward,12011,FALSE,FALSE,America/New_York,"26.13863, -80.12161"
33428,1,97218,-80.4,26.5,-122.59,45.58,4284011.3131748205,4284.01,20.9215,90,no,238,10.93,no,PDX,4284.01,251.03,390812.824145,269186314.7768758,Boca Raton,FL,Florida,TRUE,41441,1782.7,12099,Palm Beach,"{""12099"": ""100""}",Palm Beach,12099,FALSE,FALSE,America/New_York,"26.34932, -80.21542"
33432,1,97218,-80.08,26.35,-122.59,45.58,4319046.273783785,4319.05,20.9215,90,no,239,10.93,no,PDX,4319.05,251.03,393966.424145,269186314.7768758,Boca Raton,FL,Florida,TRUE,20487,1716.9,12099,Palm Beach,"{""12099"": ""100""}",Palm Beach,12099,FALSE,FALSE,America/New_York,"26.34574, -80.08375"
33703,1,97218,-82.62,27.82,-122.59,45.58,4021459.6864210917,4021.46,20.9215,90,no,240,10.93,no,PDX,4021.46,251.03,367183.324145,269186314.7768758,Saint Petersburg,FL,Florida,TRUE,25699,1973.6,12103,Pinellas,"{""12103"": ""100""}",Pinellas,12103,FALSE,FALSE,America/New_York,"27.81756, -82.62438"
34243,1,97218,-82.52,27.4,-122.59,45.58,4059327.4495496224,4059.33,20.9215,90,no,241,10.93,no,PDX,4059.33,251.03,370591.624145,269186314.7768758,Sarasota,FL,Florida,TRUE,31901,705.1,12081,Manatee,"{""12081"": ""82.47"", ""12115"": ""17.53""}",Manatee|Sarasota,12081|12115,FALSE,FALSE,America/New_York,"27.40322, -82.52958"
34429,1,97218,-82.6,28.9,-122.59,45.58,3946127.0409218925,3946.13,20.9215,90,no,242,10.93,no,PDX,3946.13,251.03,360403.624145,269186314.7768758,Crystal River,FL,Florida,TRUE,8338,79.7,12017,Citrus,"{""12017"": ""100""}",Citrus,12017,FALSE,FALSE,America/New_York,"28.85858, -82.65156"
34677,1,97218,-82.68,28.04,-122.59,45.58,4001145.693522206,4001.15,20.9215,90,no,243,10.93,no,PDX,4001.15,251.03,365355.424145,269186314.7768758,Oldsmar,FL,Florida,TRUE,22169,862,12103,Pinellas,"{""12103"": ""100""}",Pinellas,12103,FALSE,FALSE,America/New_York,"28.04759, -82.67692"
35203,1,97218,-86.81,33.52,-122.59,45.58,3316853.621057236,3316.85,20.9215,90,no,245,10.93,no,PDX,3316.85,251.03,303768.424145,269186314.7768758,Birmingham,AL,Alabama,TRUE,3125,597.3,1073,Jefferson,"{""01073"": ""100""}",Jefferson,1073,FALSE,FALSE,America/Chicago,"33.51867, -86.80971"
35222,1,97218,-86.77,33.52,-122.59,45.58,3319910.976357554,3319.91,20.9215,90,no,246,10.93,no,PDX,3319.91,251.03,304043.82414499996,269186314.7768758,Birmingham,AL,Alabama,TRUE,8989,930.1,1073,Jefferson,"{""01073"": ""100""}",Jefferson,1073,FALSE,FALSE,America/Chicago,"33.52411, -86.77022"
35242,1,97218,-86.7,33.4,-122.59,45.58,3332850.856119142,3332.85,20.9215,90,no,247,10.93,no,PDX,3332.85,251.03,305208.424145,269186314.7768758,Birmingham,AL,Alabama,TRUE,56340,411.2,1117,Shelby,"{""01117"": ""88.26"", ""01073"": ""11.74""}",Shelby|Jefferson,01117|01073,FALSE,FALSE,America/Chicago,"33.42521, -86.67144"
36830,1,97218,-85.5,32.5,-122.59,45.58,3482187.232433066,3482.19,20.9215,90,no,248,10.93,no,PDX,3482.19,251.03,318649.024145,269186314.7768758,Auburn,AL,Alabama,TRUE,39476,152.8,1081,Lee,"{""01081"": ""97.78"", ""01087"": ""2.22""}",Lee|Macon,01081|01087,FALSE,FALSE,America/Chicago,"32.53888, -85.49206"
37042,1,97218,-87.4,36.6,-122.59,45.58,3088223.9998591463,3088.22,20.9215,90,no,249,10.93,no,PDX,3088.22,251.03,283191.724145,269186314.7768758,Clarksville,TN,Tennessee,TRUE,77945,493.6,47125,Montgomery,"{""47125"": ""100""}",Montgomery,47125,FALSE,FALSE,America/Chicago,"36.56905, -87.41699"
37086,1,97218,-86.57,36.02,-122.59,45.58,3185095.637675209,3185.1,20.9215,90,no,250,10.93,no,PDX,3185.1,251.03,291910.924145,269186314.7768758,La Vergne,TN,Tennessee,TRUE,34429,511.9,47149,Rutherford,"{""47149"": ""100"", ""47037"": ""0""}",Rutherford|Davidson,47149|47037,FALSE,FALSE,America/Chicago,"36.0212, -86.55922"
37128,1,97218,-86.49,35.8,-122.59,45.58,3203863.203462338,3203.86,20.9215,90,no,251,10.93,no,PDX,3203.86,251.03,293599.324145,269186314.7768758,Murfreesboro,TN,Tennessee,TRUE,54317,388.9,47149,Rutherford,"{""47149"": ""100""}",Rutherford,47149,FALSE,FALSE,America/Chicago,"35.79915, -86.47277"
37212,1,97218,-86.8,36.13,-122.59,45.58,3161050.235209468,3161.05,20.9215,90,no,252,10.93,no,PDX,3161.05,251.03,289746.424145,269186314.7768758,Nashville,TN,Tennessee,TRUE,20803,2895.9,47037,Davidson,"{""47037"": ""100""}",Davidson,47037,FALSE,FALSE,America/Chicago,"36.13386, -86.80117"
37221,1,97218,-86.96,36.06,-122.59,45.58,3152647.151501336,3152.65,20.9215,90,no,253,10.93,no,PDX,3152.65,251.03,288990.424145,269186314.7768758,Nashville,TN,Tennessee,TRUE,41017,306.5,47037,Davidson,"{""47037"": ""94.22"", ""47187"": ""5.78""}",Davidson|Williamson,47037|47187,FALSE,FALSE,America/Chicago,"36.05561, -86.9734"
37405,1,97218,-85.4,35.1,-122.59,45.58,3328857.4570221426,3328.86,20.9215,90,no,254,10.93,no,PDX,3328.86,251.03,304849.324145,269186314.7768758,Chattanooga,TN,Tennessee,TRUE,17091,118.8,47065,Hamilton,"{""47065"": ""93.4"", ""47115"": ""6.6""}",Hamilton|Marion,47065|47115,FALSE,FALSE,America/Chicago,"35.12144, -85.40589"
37917,1,97218,-83.91,36,-122.59,45.58,3392488.543600852,3392.49,20.9215,90,no,255,10.93,no,PDX,3392.49,251.03,310576.024145,269186314.7768758,Knoxville,TN,Tennessee,TRUE,24933,978.1,47093,Knox,"{""47093"": ""100""}",Knox,47093,FALSE,FALSE,America/New_York,"36.00119, -83.91371"
38104,1,97218,-90,35.14,-122.59,45.58,2972870.5208542906,2972.87,20.9215,90,no,256,10.93,no,PDX,2972.87,251.03,272810.224145,269186314.7768758,Memphis,TN,Tennessee,TRUE,23456,1776.3,47157,Shelby,"{""47157"": ""100""}",Shelby,47157,FALSE,FALSE,America/Chicago,"35.1326, -90.00372"
38112,1,97218,-89.98,35.15,-122.59,45.58,2973792.0860157567,2973.79,20.9215,90,no,257,10.93,no,PDX,2973.79,251.03,272893.024145,269186314.7768758,Memphis,TN,Tennessee,TRUE,16512,1417.8,47157,Shelby,"{""47157"": ""100""}",Shelby,47157,FALSE,FALSE,America/Chicago,"35.14785, -89.97668"
38139,1,97218,-89.77,35.08,-122.59,45.58,2994074.654871382,2994.07,20.9215,90,no,258,10.93,no,PDX,2994.07,251.03,274718.224145,269186314.7768758,Germantown,TN,Tennessee,TRUE,15610,679.6,47157,Shelby,"{""47157"": ""100""}",Shelby,47157,FALSE,FALSE,America/Chicago,"35.08549, -89.75537"
38572,1,97218,-85.1,35.8,-122.59,45.58,3311486.994960137,3311.49,20.9215,90,no,259,10.93,no,PDX,3311.49,251.03,303286.024145,269186314.7768758,Crossville,TN,Tennessee,TRUE,11246,28.1,47035,Cumberland,"{""47035"": ""98.82"", ""47007"": ""1.18""}",Cumberland|Bledsoe,47035|47007,FALSE,FALSE,America/Chicago,"35.84872, -85.13077"
38804,1,97218,-88.7,34.3,-122.59,45.58,3123659.3298549643,3123.66,20.9215,90,no,260,10.93,no,PDX,3123.66,251.03,286381.32414499996,269186314.7768758,Tupelo,MS,Mississippi,TRUE,16744,79.9,28081,Lee,"{""28081"": ""98.48"", ""28057"": ""1.52""}",Lee|Itawamba,28081|28057,FALSE,FALSE,America/Chicago,"34.2823, -88.67147"
40059,1,97218,-85.59,38.38,-122.59,45.58,3134768.1620586994,3134.77,20.9215,90,no,261,10.93,no,PDX,3134.77,251.03,287381.224145,269186314.7768758,Prospect,KY,Kentucky,TRUE,19886,296,21111,Jefferson,"{""21111"": ""54.57"", ""21185"": ""45.43""}",Jefferson|Oldham,21111|21185,FALSE,FALSE,America/New_York,"38.35884, -85.59434"
40214,1,97218,-85.79,38.16,-122.59,45.58,3130309.599581032,3130.31,20.9215,90,no,262,10.93,no,PDX,3130.31,251.03,286979.824145,269186314.7768758,Louisville,KY,Kentucky,TRUE,45844,1189.4,21111,Jefferson,"{""21111"": ""100""}",Jefferson,21111,FALSE,FALSE,America/New_York,"38.15187, -85.78246"
40223,1,97218,-85.54,38.26,-122.59,45.58,3144707.292193505,3144.71,20.9215,90,no,263,10.93,no,PDX,3144.71,251.03,288275.824145,269186314.7768758,Louisville,KY,Kentucky,TRUE,23357,768,21111,Jefferson,"{""21111"": ""100""}",Jefferson,21111,FALSE,FALSE,America/New_York,"38.25996, -85.54185"
43055,1,97218,-82.4,40.1,-122.59,45.58,3301036.8653092217,3301.04,20.9215,90,no,264,10.93,no,PDX,3301.04,251.03,302345.524145,269186314.7768758,Newark,OH,Ohio,TRUE,62666,214.4,39089,Licking,"{""39089"": ""100""}",Licking,39089,FALSE,FALSE,America/New_York,"40.11783, -82.37652"
43082,1,97218,-82.87,40.16,-122.59,45.58,3261778.7354528103,3261.78,20.9215,90,no,265,10.93,no,PDX,3261.78,251.03,298812.124145,269186314.7768758,Westerville,OH,Ohio,TRUE,33961,592.8,39041,Delaware,"{""39041"": ""100""}",Delaware,39041,FALSE,FALSE,America/New_York,"40.15243, -82.88199"
43085,1,97218,-83.01,40.1,-122.59,45.58,3253607.8632028955,3253.61,20.9215,90,no,266,10.93,no,PDX,3253.61,251.03,298076.824145,269186314.7768758,Columbus,OH,Ohio,TRUE,26155,1370.7,39049,Franklin,"{""39049"": ""100""}",Franklin,39049,FALSE,FALSE,America/New_York,"40.09986, -83.01569"
43209,1,97218,-82.93,39.95,-122.59,45.58,3266663.9401858454,3266.66,20.9215,90,no,267,10.93,no,PDX,3266.66,251.03,299251.32414499996,269186314.7768758,Columbus,OH,Ohio,TRUE,28541,1766.5,39049,Franklin,"{""39049"": ""100""}",Franklin,39049,FALSE,FALSE,America/New_York,"39.9539, -82.93011"
43212,1,97218,-83.04,39.99,-122.59,45.58,3256278.732427255,3256.28,20.9215,90,no,268,10.93,no,PDX,3256.28,251.03,298317.124145,269186314.7768758,Columbus,OH,Ohio,TRUE,21959,2362.2,39049,Franklin,"{""39049"": ""100""}",Franklin,39049,FALSE,FALSE,America/New_York,"39.98705, -83.04167"
43220,1,97218,-83.07,40.05,-122.59,45.58,3251211.5848768624,3251.21,20.9215,90,no,269,10.93,no,PDX,3251.21,251.03,297860.824145,269186314.7768758,Columbus,OH,Ohio,TRUE,27412,1556.2,39049,Franklin,"{""39049"": ""100""}",Franklin,39049,FALSE,FALSE,America/New_York,"40.04789, -83.07127"
43512,1,97218,-84.4,41.3,-122.59,45.58,3093499.551523307,3093.5,20.9215,90,no,270,10.93,no,PDX,3093.5,251.03,283666.924145,269186314.7768758,Defiance,OH,Ohio,TRUE,28109,49.6,39039,Defiance,"{""39039"": ""96.31"", ""39125"": ""3.55"", ""39069"": ""0.13""}",Defiance|Paulding|Henry,39039|39125|39069,FALSE,FALSE,America/New_York,"41.30271, -84.35806"
44024,1,97218,-81.2,41.6,-122.59,45.58,3328941.723363312,3328.94,20.9215,90,no,271,10.93,no,PDX,3328.94,251.03,304856.524145,269186314.7768758,Chardon,OH,Ohio,TRUE,23905,102.2,39055,Geauga,"{""39055"": ""98.87"", ""39085"": ""1.13""}",Geauga|Lake,39055|39085,FALSE,FALSE,America/New_York,"41.57663, -81.19262"
44122,3,97218,-81.51,41.47,-122.59,45.58,3310379.16845816,9931.14,20.9215,90,no,272,10.93,no,PDX,3310.38,251.03,303186.124145,269186314.7768758,Beachwood,OH,Ohio,TRUE,33115,969.8,39035,Cuyahoga,"{""39035"": ""100""}",Cuyahoga,39035,FALSE,FALSE,America/New_York,"41.47013, -81.51178"
44145,1,97218,-81.92,41.44,-122.59,45.58,3279910.418978534,3279.91,20.9215,90,no,273,10.93,no,PDX,3279.91,251.03,300443.82414499996,269186314.7768758,Westlake,OH,Ohio,TRUE,32275,782.4,39035,Cuyahoga,"{""39035"": ""100""}",Cuyahoga,39035,FALSE,FALSE,America/New_York,"41.45244, -81.92945"
45135,1,97218,-83.5,39.4,-122.59,45.58,3247891.998679883,3247.89,20.9215,90,no,274,10.93,no,PDX,3247.89,251.03,297562.024145,269186314.7768758,Leesburg,OH,Ohio,TRUE,4873,26.7,39071,Highland,"{""39071"": ""90.25"", ""39047"": ""7.71"", ""39027"": ""2.04""}",Highland|Fayette|Clinton,39071|39047|39027,FALSE,FALSE,America/New_York,"39.34607, -83.54426"
45249,1,97218,-84.33,39.27,-122.59,45.58,3189413.240780799,3189.41,20.9215,90,no,275,10.93,no,PDX,3189.41,251.03,292298.82414499996,269186314.7768758,Cincinnati,OH,Ohio,TRUE,13571,800.2,39061,Hamilton,"{""39061"": ""97.33"", ""39165"": ""2.67""}",Hamilton|Warren,39061|39165,FALSE,FALSE,America/New_York,"39.27545, -84.32799"
45387,1,97218,-83.9,39.8,-122.59,45.58,3198069.173031506,3198.07,20.9215,90,no,276,10.93,no,PDX,3198.07,251.03,293078.224145,269186314.7768758,Yellow Springs,OH,Ohio,TRUE,5390,75.4,39057,Greene,"{""39057"": ""95.76"", ""39023"": ""4.24""}",Greene|Clark,39057|39023,FALSE,FALSE,America/New_York,"39.79806, -83.88693"
46385,1,97218,-87.1,41.5,-122.59,45.58,2875576.804347714,2875.58,20.9215,90,no,277,10.93,no,PDX,2875.58,251.03,264054.124145,269186314.7768758,Valparaiso,IN,Indiana,TRUE,39398,187.1,18127,Porter,"{""18127"": ""100""}",Porter,18127,FALSE,FALSE,America/Chicago,"41.4619, -87.12439"
48009,1,97218,-83.22,42.55,-122.59,45.58,3135327.8744125087,3135.33,20.9215,90,no,278,10.93,no,PDX,3135.33,251.03,287431.624145,269186314.7768758,Birmingham,MI,Michigan,TRUE,21201,1623,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,FALSE,FALSE,America/Detroit,"42.54421, -83.21766"
48103,3,97218,-83.9,42.3,-122.59,45.58,3092339.9053271916,9277.02,20.9215,90,no,279,10.93,no,PDX,3092.34,251.03,283562.52414500003,269186314.7768758,Ann Arbor,MI,Michigan,TRUE,55118,327,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,FALSE,FALSE,America/Detroit,"42.25991, -83.84325"
48104,1,97218,-83.71,42.27,-122.59,45.58,3108178.0569934635,3108.18,20.9215,90,no,280,10.93,no,PDX,3108.18,251.03,284988.124145,269186314.7768758,Ann Arbor,MI,Michigan,TRUE,43369,2152.9,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,FALSE,FALSE,America/Detroit,"42.26425, -83.71703"
48202,1,97218,-83.08,42.38,-122.59,45.58,3152606.649643486,3152.61,20.9215,90,no,281,10.93,no,PDX,3152.61,251.03,288986.824145,269186314.7768758,Detroit,MI,Michigan,TRUE,15816,1835.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,FALSE,FALSE,America/Detroit,"42.37483, -83.07771"
48326,1,97218,-83.28,42.67,-122.59,45.58,3126189.7969290526,3126.19,20.9215,90,no,282,10.93,no,PDX,3126.19,251.03,286609.024145,269186314.7768758,Auburn Hills,MI,Michigan,TRUE,22352,501.1,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,FALSE,FALSE,America/Detroit,"42.67577, -83.25332"
