zip,num,distance_air,state,international,distance_km,mode,distance_car,portland_native,total_emission_air,total_emission_car,ind_emission_gas,ind_emission_electric,state_emission,state_emission_per_cap,SCC_IWG,SCC_state_emission_per_cap,SCC_state_emission
02176,1,4074.6634700000004,MA,no,4068.19,Fly,19.3121,Non-Native,1.6169568541270403,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02356,1,4087.65931,MA,no,4081.24,Fly,19.3121,Non-Native,1.62211401930592,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02375,1,4090.19163,MA,no,4083.78,Fly,19.3121,Non-Native,1.62311892491616,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02420,2,4062.5491,MA,no,4056.09,Fly,19.3121,Non-Native,1.6121494844512,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02421,1,4062.65928,MA,no,4056.21,Fly,19.3121,Non-Native,1.61219320740096,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02446,1,4075.34575,MA,no,4068.89,Fly,19.3121,Non-Native,1.617227604664,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02451,1,4062.12399,MA,no,4055.68,Fly,19.3121,Non-Native,1.61198078719968,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02458,1,4069.6050499999997,MA,no,4063.16,Fly,19.3121,Non-Native,1.6149495112016,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02460,1,4068.0894500000004,MA,no,4061.65,Fly,19.3121,Non-Native,1.6143480726224002,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02465,1,4066.5737799999997,MA,no,4060.13,Fly,19.3121,Non-Native,1.61374660626496,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02467,1,4073.18818,MA,no,4066.74,Fly,19.3121,Non-Native,1.6163714118457602,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02468,1,4067.44609,MA,no,4061.01,Fly,19.3121,Non-Native,1.61409276678688,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02472,1,4069.49089,MA,no,4063.04,Fly,19.3121,Non-Native,1.6149042088604801,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02474,1,4068.8297000000002,MA,no,4062.37,Fly,19.3121,Non-Native,1.6146418275104002,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02476,1,4067.3149,MA,no,4060.86,Fly,19.3121,Non-Native,1.6140407063968,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02478,1,4068.18464,MA,no,4061.73,Fly,19.3121,Non-Native,1.61438584706048,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02536,1,4150.86475,MA,no,4144.44,Fly,19.3121,Non-Native,1.647195960472,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02632,1,4164.0958900000005,MA,no,4157.63,Fly,19.3121,Non-Native,1.6524465002204802,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02720,1,4104.36181,MA,no,4097.98,Fly,19.3121,Non-Native,1.6287421057859202,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
02740,1,4120.14566,MA,no,4113.76,Fly,19.3121,Non-Native,1.6350056425491202,0.019392020082803777,4.964004867013283,3.235054908769426,73.46101303191753,1.530437771498282,53,81.11320188940894,3893.433690691629
